IncLevel1	IncLevel2	IncLevelDifference
0.657	0.728,0.429	0.079
0.058	0.227,1.0	-0.555
0.0	0.179,NA	-0.179
0.79	0.844,1.0	-0.132
0.137	0.168,NA	-0.031
0.639	0.761,0.0	0.259
0.182	0.0,0.0	0.182
0.98	0.926,0.0	0.517
0.755	0.935,1.0	-0.213
0.322	0.0,NA	0.322
0.342	0.0,0.0	0.342
0.324	0.0,0.0	0.324
0.064	0.0,NA	0.064
1.0	0.0,1.0	0.5
0.96	0.89,0.684	0.173
0.055	0.188,0.0	-0.039
0.255	0.3,0.774	-0.282
0.573	0.514,0.607	0.012
0.257	NA,0.409	-0.152
0.0	0.0,1.0	-0.5
1.0	1.0,0.853	0.074
1.0	0.689,0.555	0.378
0.909	1.0,1.0	-0.091
0.01	0.0,0.0	0.01
0.978	1.0,1.0	-0.022
0.926	1.0,1.0	-0.074
0.942	1.0,1.0	-0.058
0.571	0.636,0.453	0.026
0.88	0.647,0.786	0.163
1.0	0.274,1.0	0.363
0.47	0.424,0.434	0.041
0.518	0.548,0.712	-0.112
0.587	0.652,0.785	-0.132
0.542	0.462,0.608	0.007
0.39	0.322,0.264	0.097
0.341	0.199,0.199	0.142
0.715	0.913,0.661	-0.072
0.854	0.849,0.907	-0.024
0.343	0.0,0.189	0.249
0.465	NA,0.275	0.19
0.515	1.0,0.722	-0.346
1.0	0.0,0.74	0.63
0.526	0.0,0.262	0.395
0.8	1.0,NA	-0.2
0.972	1.0,1.0	-0.028
0.897	0.816,1.0	-0.011
1.0	0.0,0.0	1.0
0.157	0.21,0.202	-0.049
0.176	0.194,0.187	-0.015
0.434	0.365,NA	0.069
1.0	0.867,1.0	0.067
0.717	0.566,0.504	0.182
1.0	1.0,0.0	0.5
0.716	0.696,0.628	0.054
0.633	NA,1.0	-0.367
1.0	0.575,0.771	0.327
1.0	1.0,0.464	0.268
0.394	0.565,0.493	-0.135
0.919	0.786,0.748	0.152
0.534	0.19,0.087	0.396
0.0	0.176,0.0	-0.088
0.0	0.111,0.0	-0.056
0.0	0.306,0.0	-0.153
0.0	0.497,0.0	-0.248
0.0	1.0,1.0	-1.0
0.488	0.518,0.519	-0.03
0.996	1.0,0.947	0.022
0.185	0.089,0.0	0.141
0.737	0.848,0.0	0.313
1.0	0.227,1.0	0.386
0.494	0.325,0.423	0.12
0.72	0.691,0.465	0.142
0.436	0.426,0.416	0.015
0.0	1.0,0.0	-0.5
0.837	0.72,1.0	-0.023
0.676	0.717,0.66	-0.012
0.704	0.772,0.475	0.081
0.392	0.617,0.162	0.003
0.227	0.369,0.459	-0.187
0.939	0.888,1.0	-0.005
0.05	0.035,0.059	0.003
0.107	0.087,0.129	-0.001
0.352	0.625,0.756	-0.339
0.168	0.197,0.266	-0.064
0.615	0.738,0.611	-0.059
0.569	0.448,0.468	0.111
0.333	0.175,0.05	0.221
0.49	0.347,0.401	0.116
1.0	0.915,1.0	0.042
0.392	0.0,0.187	0.298
0.295	0.245,0.156	0.094
0.599	1.0,0.599	-0.201
0.365	0.297,0.356	0.038
0.278	0.18,0.12	0.128
0.903	0.558,0.515	0.367
0.228	0.383,0.412	-0.169
0.777	0.584,0.674	0.148
1.0	NA,0.667	0.333
0.388	0.759,0.651	-0.317
0.309	0.338,0.186	0.047
0.306	0.388,0.465	-0.12
0.571	1.0,NA	-0.429
0.697	0.0,0.0	0.697
0.0	0.0,0.496	-0.248
0.26	0.391,0.377	-0.124
0.441	0.873,0.972	-0.481
0.308	0.373,0.373	-0.065
0.397	0.414,0.403	-0.011
0.424	0.282,0.284	0.141
0.278	0.49,0.53	-0.232
0.679	0.841,0.894	-0.188
0.231	0.546,0.153	-0.119
0.912	0.921,0.744	0.08
0.874	0.885,0.658	0.102
0.866	0.878,0.644	0.105
0.551	0.296,0.547	0.13
0.606	0.366,0.384	0.231
0.213	0.186,0.096	0.072
0.496	0.357,0.289	0.173
0.955	1.0,1.0	-0.045
0.413	0.51,0.678	-0.181
0.577	0.513,0.504	0.069
0.0	0.0,0.04	-0.02
0.202	0.075,0.241	0.044
0.772	0.818,0.787	-0.03
0.501	0.452,0.469	0.04
0.82	0.644,0.549	0.223
0.913	0.702,0.677	0.224
0.998	0.999,1.0	-0.002
0.873	0.661,0.81	0.137
0.341	0.407,0.379	-0.052
0.52	0.689,0.635	-0.142
0.378	0.349,0.432	-0.012
0.621	0.578,0.584	0.04
0.552	0.536,0.564	0.002
0.509	0.42,0.539	0.029
0.327	0.0,0.22	0.217
0.564	0.0,0.639	0.244
0.624	0.588,0.68	-0.01
0.609	0.587,0.467	0.082
0.523	0.411,0.489	0.073
0.609	1.0,0.493	-0.137
0.188	0.19,0.231	-0.023
0.273	0.17,0.31	0.033
0.236	0.252,0.366	-0.073
0.901	1.0,0.725	0.038
0.332	0.166,0.249	0.124
0.231	0.372,0.354	-0.132
0.588	0.819,0.393	-0.018
0.342	0.408,0.065	0.106
1.0	NA,0.0	1.0
0.256	0.341,0.508	-0.168
0.301	1.0,1.0	-0.699
0.0	0.0,1.0	-0.5
0.757	0.915,1.0	-0.201
0.612	0.616,0.67	-0.031
0.46	0.478,0.641	-0.099
0.534	0.598,0.527	-0.028
0.473	0.697,0.578	-0.164
0.559	0.344,0.458	0.158
0.79	0.765,0.637	0.089
0.283	0.352,0.194	0.01
0.18	0.217,0.0	0.071
0.066	0.0,0.0	0.066
0.0	0.0,0.261	-0.131
0.066	0.261,0.0	-0.065
0.211	0.0,0.0	0.211
0.429	0.273,0.429	0.078
0.729	1.0,0.735	-0.138
1.0	0.898,0.889	0.107
0.996	0.991,0.997	0.002
0.737	0.737,0.583	0.077
0.622	0.683,0.49	0.035
0.422	0.429,0.471	-0.028
0.581	0.681,0.571	-0.045
0.616	0.763,0.673	-0.102
0.411	0.422,0.185	0.107
0.583	0.539,0.276	0.175
0.376	0.407,0.143	0.101
0.606	0.614,0.798	-0.1
0.845	0.835,0.774	0.04
0.628	0.0,0.0	0.628
0.078	0.034,0.131	-0.005
0.173	0.151,0.315	-0.06
0.0	0.0,1.0	-0.5
0.104	0.027,0.0	0.09
0.484	0.387,0.651	-0.035
0.322	0.404,0.586	-0.173
0.198	0.089,0.054	0.127
0.471	0.4,0.598	-0.028
0.572	0.671,0.346	0.064
1.0	0.944,1.0	0.028
0.115	0.0,0.169	0.03
0.566	0.603,1.0	-0.236
0.187	0.148,0.17	0.028
1.0	0.792,NA	0.208
0.609	0.607,0.728	-0.058
0.378	0.468,0.578	-0.145
0.457	0.503,0.336	0.038
0.691	0.794,0.322	0.133
0.785	0.343,0.634	0.296
0.586	0.274,0.573	0.162
0.0	0.191,0.356	-0.273
0.0	0.112,0.164	-0.138
0.0	0.1,0.157	-0.129
0.548	0.583,0.624	-0.055
0.604	0.563,0.518	0.064
0.458	0.0,0.0	0.458
0.0	0.465,0.29	-0.378
0.0	0.321,0.167	-0.244
0.0	0.379,0.0	-0.19
0.0	0.266,0.146	-0.206
0.371	0.424,0.269	0.024
1.0	0.404,0.494	0.551
0.394	0.641,0.665	-0.259
0.572	0.504,0.687	-0.024
1.0	0.98,1.0	0.01
0.463	0.355,0.394	0.089
0.032	0.037,0.108	-0.04
0.203	0.383,0.546	-0.262
0.952	0.94,1.0	-0.018
0.0	0.026,0.018	-0.022
0.282	0.247,0.274	0.021
