IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	12	5	13	298	149
1	0	30	1	298	149
64	0	33	1	298	149
0	4	6	54	298	149
0	3	2	59	298	149
2	129	2	14	298	149
4	1	3	2	273	149
11	531	8	169	262	149
9	48	2	15	298	149
16	15	5	15	298	149
0	7	1	16	298	149
2	0	3	7	235	149
1	0	2	34	298	149
2	2	26	67	298	149
85	321	174	336	298	149
0	2	3	1	298	149
2	0	0	14	298	149
5	1	24	7	298	149
7	4	26	11	298	149
2	0	10	5	298	149
1	0	41	4	298	149
7	3	5	3	298	149
9	0	309	8	226	149
7	0	400	7	267	149
58	2	39	2	230	149
0	4	66	123	298	149
51	11	26	2	298	149
0	23	2	234	278	149
10	4	5	0	298	149
0	4	3	15	298	149
1	2	1	21	298	149
2	0	80	25	298	149
2	130	66	3469	298	149
0	475	21	3308	298	149
0	2	69	2712	298	149
1	10	180	2996	298	149
2	0	78	2	298	149
0	27	70	3984	298	149
1	0	9	112	241	149
0	2	10	1774	298	149
47	25	18	8	298	149
2	22	0	31	298	149
12	2	2	0	298	149
0	3	2	158	255	149
3	30	8	141	288	149
0	113	5	157	298	149
4	211	1	216	252	149
4	147	6	143	244	149
1	2	19	147	298	149
1	0	2	40	247	149
4	28	1	28	298	149
0	2	10	75	260	149
0	4	2	58	224	149
0	4	4	40	225	149
0	4	2	22	298	149
0	2	29	66	236	149
4	0	12	10	298	149
0	5	7	118	285	149
0	32	11	118	238	149
4	19	1	45	298	149
2	0	7	10	298	149
1	0	0	18	232	149
6	3	36	4	298	149
0	2	4	70	298	149
0	31	18	1343	233	149
0	2	4	25	289	149
90	0	241	8	298	149
5	94	18	363	298	149
0	1	14	52	243	149
0	44	11	57	298	149
2	4	47	29	298	149
1	10	1	61	298	149
4	0	91	11	298	149
2	5	6	12	298	149
4	5	7	13	298	149
9	19	34	201	240	149
1	0	1	6	298	149
1	6	0	3	298	149
0	2	2	0	298	149
0	4	2	0	270	149
1	11	0	23	298	149
0	2	2	21	298	149
5	0	1	45	298	149
1	10	0	33	232	149
3	473	19	780	298	149
0	3	10	89	252	149
0	5	27	1739	244	149
4	20	12	9	298	149
0	2	2	93	232	149
1	0	0	64	242	149
0	2	2	32	298	149
0	5	5	552	246	149
20	241	14	193	265	149
13	2	12	0	298	149
5	67	16	56	285	149
13	15	4	19	298	149
5	33	0	6	298	149
2	0	25	32	298	149
2	69	3	223	223	149
1	10	20	185	298	149
1	0	16	2	298	149
1	81	5	194	298	149
2	27	0	214	298	149
0	54	20	149	298	149
10	111	21	166	298	149
2	19	23	160	298	149
0	10	4	8	298	149
2	0	0	2	298	149
2	0	0	1	298	149
1	3	0	7	298	149
1	0	1	2	298	149
2	8	2	11	298	149
0	3	4	24	234	149
4	6	3	5	254	149
2	2	5	2	298	149
2	0	5	3	298	149
29	272	1	26	298	149
29	0	57	1	298	149
1	7	5	14	298	149
9	32	2	24	225	149
2	36	0	67	261	149
2	32	12	30	298	149
8	0	279	2	264	149
34	6	305	51	298	149
1	123	21	217	255	149
480	4823	86	947	298	149
9	26	2	5	298	149
3	31	0	10	298	149
4	8	5	26	298	149
0	7	1	14	298	149
0	2	5	25	298	149
1	0	5	2	247	149
3	2	2	2	298	149
3	2	7	65	298	149
59	103	12	71	241	149
0	8	4	91	298	149
0	4	7	116	298	149
1	6	6	33	298	149
2	25	1	6	298	149
5	4	6	12	240	149
6	4	65	35	298	149
112	2	65	3	298	149
130	5	21	1	298	149
47	0	10	1	298	149
