IncLevel1	IncLevel2	IncLevelDifference
0.167	0.272	-0.105
0.898	0.844	0.054
0.025	0.052	-0.027
0.166	0.251	-0.085
0.031	0.095	-0.064
0.317	0.28	0.037
0.041	0.015	0.026
0.365	0.178	0.187
0.004	0.0	0.004
0.582	0.779	-0.197
0.047	0.017	0.03
0.024	0.076	-0.052
0.636	0.201	0.435
0.136	0.38	-0.244
0.094	0.385	-0.291
1.0	0.952	0.048
0.983	0.965	0.018
1.0	0.935	0.065
0.176	0.326	-0.15
0.301	1.0	-0.699
0.274	0.267	0.007
0.0	0.103	-0.103
0.069	0.273	-0.204
0.238	0.287	-0.049
0.018	0.015	0.003
0.388	0.527	-0.139
0.0	1.0	-1.0
0.268	0.263	0.005
0.039	0.107	-0.068
0.417	0.538	-0.121
0.495	0.538	-0.043
0.03	1.0	-0.97
0.539	0.054	0.485
0.167	0.27	-0.103
0.0	0.3	-0.3
0.003	0.003	0.0
0.011	0.0	0.011
0.021	0.006	0.015
0.0	1.0	-1.0
0.119	0.201	-0.082
0.447	0.477	-0.03
0.36	0.392	-0.032
0.584	0.676	-0.092
0.682	0.908	-0.226
0.159	1.0	-0.841
0.397	0.535	-0.138
0.136	0.117	0.019
0.902	1.0	-0.098
0.008	0.025	-0.017
0.18	1.0	-0.82
0.148	0.051	0.097
0.486	0.344	0.142
0.48	0.435	0.045
0.278	0.269	0.009
0.063	0.0	0.063
0.533	0.741	-0.208
0.408	0.02	0.388
1.0	0.327	0.673
0.073	0.019	0.054
1.0	0.057	0.943
0.919	1.0	-0.081
0.041	0.071	-0.03
0.588	0.0	0.588
0.008	0.049	-0.041
0.126	0.281	-0.155
0.078	0.244	-0.166
0.025	0.126	-0.101
0.315	0.428	-0.113
0.958	0.98	-0.022
0.046	0.027	0.019
0.098	0.459	-0.361
0.013	0.012	0.001
1.0	0.505	0.495
0.025	0.0	0.025
0.992	1.0	-0.008
0.006	0.007	-0.001
0.354	0.219	0.135
0.05	0.105	-0.055
0.154	0.258	-0.104
0.185	0.327	-0.142
0.025	0.025	0.0
0.095	0.087	0.008
0.225	0.491	-0.266
1.0	0.475	0.525
1.0	0.968	0.032
0.073	0.029	0.044
0.041	0.266	-0.225
0.125	0.119	0.006
0.162	0.221	-0.059
0.0	0.002	-0.002
0.006	0.027	-0.021
0.026	0.044	-0.018
0.375	1.0	-0.625
0.143	0.148	-0.005
0.002	0.002	0.0
0.8	0.86	-0.06
1.0	0.914	0.086
0.002	0.001	0.001
0.972	0.977	-0.005
0.006	0.006	0.0
