IncLevel1	IncLevel2	IncLevelDifference
1.0	1.0,0.0	0.5
0.557	0.219,0.0	0.448
1.0	0.656,1.0	0.172
0.222	0.0,0.0	0.222
0.0	1.0,NA	-1.0
0.12	0.284,0.096	-0.07
1.0	1.0,0.0	0.5
0.36	0.586,0.663	-0.265
0.795	0.905,1.0	-0.157
1.0	0.826,0.447	0.364
1.0	0.514,0.359	0.564
0.386	0.803,0.97	-0.501
1.0	0.822,0.893	0.143
0.597	0.118,0.11	0.483
0.089	0.0,0.056	0.061
0.157	0.0,0.1	0.107
0.984	0.967,1.0	0.0
1.0	0.982,1.0	0.009
1.0	1.0,0.965	0.018
0.984	1.0,1.0	-0.016
0.595	0.647,0.084	0.229
0.176	0.201,0.175	-0.012
0.101	0.086,0.22	-0.052
0.349	0.217,0.109	0.186
0.978	1.0,1.0	-0.022
1.0	1.0,0.96	0.02
1.0	1.0,0.0	0.5
0.304	0.296,0.0	0.156
0.026	0.11,0.024	-0.041
0.252	0.271,1.0	-0.383
0.0	0.084,0.0	-0.042
1.0	1.0,0.0	0.5
0.045	0.041,0.38	-0.165
0.885	1.0,1.0	-0.115
0.002	0.0,0.0	0.002
0.99	1.0,1.0	-0.01
1.0	1.0,0.991	0.004
0.989	1.0,1.0	-0.011
0.981	1.0,1.0	-0.019
0.062	0.0,0.0	0.062
0.894	0.952,1.0	-0.082
1.0	0.805,1.0	0.097
0.889	0.892,1.0	-0.057
1.0	0.973,1.0	0.014
0.0	1.0,NA	-1.0
0.0	NA,1.0	-1.0
0.0	NA,1.0	-1.0
0.392	0.97,0.683	-0.434
0.29	0.974,0.725	-0.559
0.522	0.957,1.0	-0.456
1.0	0.652,1.0	0.174
0.834	1.0,1.0	-0.166
0.947	1.0,1.0	-0.053
0.807	1.0,1.0	-0.193
0.997	0.992,1.0	0.001
1.0	0.622,1.0	0.189
1.0	1.0,0.786	0.107
0.572	NA,1.0	-0.428
0.973	1.0,1.0	-0.027
0.0	0.088,0.0	-0.044
0.355	0.282,NA	0.073
0.136	0.091,1.0	-0.409
0.177	0.027,0.336	-0.005
0.912	0.901,1.0	-0.038
0.038	0.055,NA	-0.017
0.008	0.107,NA	-0.099
0.79	1.0,NA	-0.21
0.973	1.0,NA	-0.027
0.018	0.0,NA	0.018
0.075	0.164,1.0	-0.507
0.941	1.0,NA	-0.059
0.88	1.0,NA	-0.12
0.927	0.891,1.0	-0.018
0.058	0.0,NA	0.058
0.103	0.0,0.0	0.103
0.115	0.158,NA	-0.043
0.128	1.0,1.0	-0.872
0.106	0.181,1.0	-0.485
0.115	0.174,1.0	-0.472
0.805	0.361,NA	0.444
0.629	0.725,0.0	0.267
0.751	0.429,1.0	0.036
0.926	0.952,1.0	-0.05
0.99	0.906,1.0	0.037
0.98	1.0,1.0	-0.02
0.972	1.0,1.0	-0.028
0.989	1.0,1.0	-0.011
0.093	0.196,0.0	-0.005
1.0	0.202,NA	0.798
1.0	0.0,0.0	1.0
0.407	1.0,1.0	-0.593
1.0	0.0,0.62	0.69
0.429	0.244,0.618	-0.002
0.493	1.0,1.0	-0.507
1.0	1.0,0.96	0.02
1.0	0.765,0.448	0.393
0.341	0.337,0.083	0.131
0.021	0.059,0.04	-0.029
0.353	0.111,0.2	0.197
1.0	1.0,0.532	0.234
1.0	0.722,1.0	0.139
1.0	0.721,1.0	0.139
0.037	0.0,0.12	-0.023
0.021	0.02,0.026	-0.002
0.765	0.0,1.0	0.265
0.454	0.423,1.0	-0.258
0.793	1.0,1.0	-0.207
0.987	1.0,1.0	-0.013
0.154	0.101,0.133	0.037
0.0	0.0,1.0	-0.5
0.021	0.126,0.045	-0.064
0.021	0.122,0.044	-0.062
0.089	0.153,0.09	-0.033
0.049	0.076,0.022	0.0
1.0	0.968,1.0	0.016
0.99	1.0,1.0	-0.01
1.0	0.755,1.0	0.123
