ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
1	4	0	2,0	0,5	252	149	0.00184466076487
16	6	2	2,0	3,10	355	149	0.000289699720253
17	8	0	7,13	2,0	273	149	0.674363071508
22	2	5	0,0	6,6	209	149	0.0617638762164
36	0	2	2,0	0,0	297	149	1
41	3	5	7,7	4,15	658	149	0.689416292784
45	2	0	4,0	0,2	253	149	0.0433101851598
48	216	46	189,214	16,13	1244	149	9.18987485952e-05
90	83	15	54,39	4,0	212	149	0.00163118983619
94	2	0	17,13	2,9	266	149	0.00634605455413
95	2	0	17,12	9,12	266	149	0.00327103692936
96	6	3	130,312	10,3	474	149	0.00518269521719
97	6	0	132,319	9,12	474	149	0.0217950232186
99	8	2	86,78	237,234	403	149	0.00104857459786
101	4	12	0,2	3,10	507	149	0.127297143385
102	4	12	0,2	3,10	267	149	0.0759196290031
107	100	1	186,104	4,0	235	149	0.59409441171
109	171	0	230,111	2,0	312	149	1
110	136	0	173,94	0,2	251	149	1
111	180	2	255,163	0,0	214	149	0.554877716079
112	8	4	5,2	2,16	203	149	0.108913344021
113	14	48	22,11	64,38	203	149	0.786092795215
114	8	48	9,16	64,38	222	149	0.357307060716
115	8	10	7,2	17,11	222	149	0.110143477642
116	739	2	883,742	0,0	1215	149	0.527573613869
118	41	0	35,50	0,1	312	149	1
119	13	0	6,0	0,2	295	149	0.0337974867519
120	13	15	10,0	12,22	295	149	0.0378346365649
121	3	15	11,4	12,22	1104	149	0.193716982349
122	5	2	11,2	4,0	1104	149	0.807709506983
123	0	15	2,0	12,22	271	149	0.734671870756
126	6	0	10,0	0,4	187	149	0.00936957572458
127	2	26	2,4	29,4	243	149	0.293951326582
134	30	2	2,6	0,0	289	149	0.182640499267
136	1	403	0,0	192,264	201	149	1
139	359	2	175,234	0,0	262	149	1
140	684	0	440,400	0,2	279	149	1
141	172	1	66,57	0,0	287	149	1
142	241	2	111,126	0,0	348	149	0.528815657661
143	5	32	0,0	26,15	351	149	0.0101214113768
144	139	8	81,51	2,0	307	149	0.00712391439633
145	34	0	17,19	2,0	307	149	0.920938500354
151	81	7	60,56	5,0	216	149	0.148541808066
152	59	0	65,33	1,0	265	149	1
154	0	2	2,0	0,0	178	149	1
155	0	40	0,4	0,0	352	149	1
156	0	40	0,6	0,0	400	149	1
161	6	4	74,60	1,12	346	149	0.013174705385
162	3	4	70,58	1,12	273	149	0.00244681050041
163	4	2	81,70	2,0	273	149	0.00778664191415
168	6	0	6,8	2,0	239	149	0.598442902442
174	57	1	5,4	0,0	1696	149	0.668543887863
180	52	2	16,8	0,0	217	149	0.544132591027
181	18	2	33,88	0,0	320	149	0.038881037949
185	2428	4	202,195	1,0	246	149	1
189	5	0	8,3	2,0	362	149	0.619103622247
