ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	6	1250	8,3	506,987	197	149	1	1.0	0.004	0.012,0.002	-0.003
2	30	133	12,25	27,126	442	149	0.837347278618	1.0	0.071	0.13,0.063	-0.026
3	4	0	0,5	0,1	152	149	1	1.0	1.0	NA,0.831	0.169
5	361	1553	11,154	45,686	152	149	0.838929851227	1.0	0.186	0.193,0.18	-0.001
6	151	0	231,175	0,1	2227	149	1	1.0	1.0	1.0,0.921	0.039
7	4	2	19,24	19,10	192	149	0.626100117473	1.0	0.608	0.437,0.651	0.064
8	4	197	19,25	420,1058	192	149	0.283678897045	0.7753129132702595	0.016	0.034,0.018	-0.01
13	4	8	16,3	2,5	226	149	0.0825296828745	0.4011778577421219	0.248	0.841,0.283	-0.314
14	3	314	1,1	240,546	204	149	1	1.0	0.007	0.003,0.001	0.005
15	10	353	24,14	320,589	370	149	0.240075718131	0.717705533304337	0.011	0.029,0.009	-0.008
17	328	7	50,157	0,1	153	149	0.175071134507	0.6058855950611228	0.979	1.0,0.994	-0.018
18	1035	3	550,833	0,1	2480	149	0.114243829503	0.4835736249834677	0.954	1.0,0.98	-0.036
19	36	588	104,25	207,429	378	149	1.56002315367e-05	0.0014149924297134262	0.024	0.165,0.022	-0.07
21	11	98	8,8	29,77	374	149	0.569563854714	1.0	0.043	0.099,0.04	-0.027
22	10	0	18,8	0,1	198	149	1	1.0	1.0	1.0,0.858	0.071
23	11	1	18,10	5,1	198	149	0.385855682483	0.8854191835459221	0.892	0.73,0.883	0.086
24	25	18	24,16	25,10	198	149	0.652366632426	1.0	0.511	0.419,0.546	0.028
25	10	0	19,8	1,0	153	149	1	1.0	1.0	0.949,1.0	0.026
26	10	1902	3,20	775,1839	166	149	1	1.0	0.005	0.003,0.01	-0.002
27	60	7	39,62	1,2	182	149	0.015176096094	0.14349330007890548	0.875	0.97,0.962	-0.091
28	52	0	31,48	0,1	182	149	1	1.0	1.0	1.0,0.975	0.012
