ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	69	360	41	160	176	203
11	1419	1463	2489	1900	279	262
12	29	1	145	0	293	230
14	135	26	372	0	245	294
16	95	52	415	129	317	217
17	9449	7917	3051	1360	246	219
31	38	2	58	0	210	264
39	2	0	7	9	216	216
41	329	290	333	356	233	245
42	60	28	141	76	326	220
43	4	149	0	294	262	259
44	34	44	0	23	230	198
46	268	557	769	965	228	220
47	279	686	759	1339	228	235
48	340	676	1202	1349	220	235
50	63	1	167	0	301	241
51	6	33	0	130	216	301
52	15	17	41	50	337	289
54	2	53	80	240	197	301
55	2	86	78	296	303	220
62	16	22	41	14	428	296
64	13	10	0	21	305	313
65	26	4	12	0	275	305
66	0	77	7	39	328	377
67	31	77	42	39	258	377
68	79	147	220	369	319	302
69	8	147	0	369	307	302
70	87	9	125	0	228	220
71	5	40	12	97	223	247
74	50	5	208	77	234	240
75	4	18	3	142	203	374
76	82	81	231	25	239	294
77	95	81	216	25	244	294
86	12	2	61	20	270	314
87	2	14	9	108	269	494
88	8	51	243	273	264	281
89	101	496	90	411	219	360
92	25	2	136	98	320	284
93	22	6	92	169	272	320
100	23936	18639	28600	16079	272	336
102	2670	1150	813	252	308	212
105	7	0	4	6	321	251
106	80	226	135	648	210	349
107	6	24295	9	32717	222	215
108	17	88	20	64	234	328
109	356	250	594	235	329	211
112	6	2	116	114	324	313
113	5	26	73	20	402	274
114	9	181	20	2536	242	252
115	1	5	8	10	456	254
121	88	163	16	30	271	287
122	88	13	16	0	271	303
123	55	76	15	21	287	237
128	470	8	302	0	437	242
135	145	183	310	595	237	236
136	2	0	31	158	223	452
137	244	210	672	420	1037	353
138	249	210	632	420	275	353
139	680	4	1507	0	275	258
140	1654	2328	3413	2070	521	278
141	41	71	108	39	181	208
142	201	212	743	713	199	232
143	400	248	1331	877	199	199
144	130	256	280	872	246	199
150	46	74	61	93	210	301
151	83	46	155	18	238	210
152	83	46	142	18	218	210
154	447	2496	85	408	334	528
155	51	2483	244	393	354	528
156	12	31	12	105	237	262
157	233	636	469	727	209	507
158	1	10	306	301	200	197
159	1	0	306	145	200	260
161	0	1	28	117	203	209
162	0	1	148	117	185	209
163	0	2	23	66	185	209
164	1	2	586	66	200	209
170	1	0	586	23	200	185
171	2	0	364	7	200	185
172	1	0	329	55	200	185
174	237	37621	20	107	323	209
175	77	1006	15	38	371	182
176	1322	1019	49	38	214	182
177	426	1006	77	38	214	182
179	8	135	23	114	210	499
180	88	57	356	366	272	326
181	19	35	6	0	253	246
191	9	1611	0	1168	385	221
192	3048	1611	3157	1168	228	221
193	3048	6	3157	6	228	241
194	34	41	126	57	321	253
195	8	2474	0	2064	238	322
196	31	56	82	129	311	343
197	0	19	18	162	239	263
198	33	60	27	92	202	315
199	33	4	27	64	202	291
200	12	0	0	6	247	280
201	4	45	13	146	191	202
202	29	49	27	69	202	315
203	29	4	27	13	202	291
204	191	441	371	472	202	240
205	4	262	7	320	191	202
207	11	3	67	81	373	323
210	20	24	5	56	274	185
212	24	137	131	542	272	530
213	131	15	890	390	288	288
215	0	1	4	24	248	212
216	0	2	4	55	248	371
217	344	438	209	409	377	345
218	2	1434	0	1312	199	299
219	12	412	13	290	266	355
220	12	522	13	354	266	323
221	12	351	13	228	266	289
222	380	767	187	163	256	306
223	1575	1633	26	46	298	265
225	16	34	83	125	200	232
231	5	11	34	16	236	304
232	26	13	35	27	280	261
233	8	13	0	27	276	261
235	326	311	138	69	242	224
237	1664	1153	1	1	450	268
238	1665	1153	0	1	447	268
240	1088	1834	0	1	256	218
241	107	473	294	358	240	327
244	71	279	82	142	265	368
246	0	3	8	27	259	247
247	0	3	12	23	191	317
251	261	3	366	20	245	230
252	20	20	49	14	175	245
259	17	0	223	17	236	300
260	17	26	223	553	236	354
261	0	26	17	553	300	354
262	0	49	26	1079	300	354
266	6	86	0	75	263	304
267	6	86	0	75	267	304
270	6	79	0	72	263	299
271	6	79	0	72	267	299
273	6	62	0	26	263	295
274	6	62	0	26	267	295
277	418	461	3123	2975	329	392
278	149	219	983	1080	245	325
279	636	707	1721	1283	245	225
280	31	1035	67	2414	260	279
281	31	316	67	815	260	307
286	30	87	185	364	292	278
289	11	8	55	67	240	291
293	2819	166	1363	59	235	352
302	8	58	90	89	397	446
303	172	426	601	760	285	295
306	115	103	248	81	279	235
308	9	0	53	8	180	300
310	165	175	664	674	263	272
311	61	82	137	66	262	234
312	46	165	42	120	312	316
313	313	366	944	784	312	350
314	0	2	36	27	195	230
315	2	10	147	24	273	195
316	14	14	103	43	232	232
328	59	117	211	239	218	317
338	10	22	4	56	248	246
342	42	85	139	218	225	289
