IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
14	8	22,11	9,16	203	222
0	11	2,2	10,0	298	295
0	11	2,0	10,0	271	295
22	7	9,4	2,0	245	294
3	20	4,0	20,0	209	221
15	9	6,0	2,2	198	210
2	13	0,0	5,0	247	298
62	2	31,0	0,0	210	298
54	22	23,2	2,0	210	264
2	6	0,0	2,0	185	264
2	7	0,0	2,0	185	298
2	7	0,0	2,0	185	298
2	42	0,0	14,0	185	264
2	0	0,4	2,0	183	228
22	1	11,2	2,2	275	298
2	44	6,0	27,29	216	298
0	5	2,0	8,1	298	289
262	180	102,94	89,56	229	211
0	4	0,2	0,2	298	296
0	12	0,2	2,0	298	298
10	0	2,11	0,2	298	298
22	0	4,9	0,2	275	298
1	2	6,4	0,0	298	298
1	125	0,0	58,31	203	298
22	1	17,7	0,0	297	298
16	1	6,9	0,0	297	187
22	1	17,7	0,0	297	187
18	14	49,8	27,10	241	249
4	1	1,4	1,2	269	298
18	22	28,17	40,20	298	284
32	27	26,32	25,18	272	298
18	13	20,13	9,3	284	239
18	11	20,13	10,1	284	298
18	34	6,4	15,15	184	248
5	12	3,1	15,5	196	243
24	4	23,30	4,3	260	254
3479	6426	0,4	5,12	244	298
4088	4382	0,3	0,7	276	244
4717	5404	2,24	0,11	298	276
2	0	0,2	1,0	242	298
5	4	0,6	12,15	249	221
4	1	2,0	0,0	242	242
38	1	7,12	0,0	298	242
38	4	7,12	2,0	298	242
1	0	0,0	0,2	223	298
7	14	4,7	7,6	298	298
7	14	4,7	7,6	275	298
4	6	3,0	6,0	181	208
10	0	12,3	2,0	265	288
2	3	9,2	7,4	298	208
4	0	2,0	0,2	238	210
57	26	75,79	39,53	272	298
2	0	2,5	2,2	257	298
7	17	4,0	6,4	272	298
32	3	66,94	18,33	288	288
7	7	9,1	42,12	241	276
0	2	2,0	8,2	248	212
0	1	2,0	6,2	248	298
0	1	2,0	4,2	248	219
0	2	2,3	0,0	265	298
108	101	52,17	43,12	245	218
242	1	118,38	0,2	245	230
17	105	4,0	57,21	175	245
16	8	4,0	1,4	175	245
55	55	31,24	62,31	253	247
64	24	74,27	30,28	264	280
49	67	60,27	78,25	280	298
0	2	4,0	0,6	256	258
3	1	4,6	2,0	298	256
110	20	116,132	18,12	245	298
3	2	10,2	3,3	298	221
2	3	13,2	9,12	298	298
40	134	41,57	70,51	222	298
40	0	41,57	2,0	222	258
20	395	10,19	281,305	260	279
20	178	10,19	109,128	260	298
4	7	12,7	6,4	292	278
35	187	26,26	118,69	240	291
112	67	65,92	28,61	298	236
1	2	12,6	13,8	272	239
6	14	2,1	11,22	205	239
217	218	44,18	86,34	279	235
3	0	13,2	2,0	180	298
2	5	0,2	3,6	180	290
35	76	34,23	105,105	298	238
3	2	5,3	0,2	298	298
103	189	28,21	67,37	263	278
36	51	47,18	139,90	298	298
14	2	211,57	204,96	298	298
15	60	20,19	38,32	195	230
83	18	59,26	31,9	273	195
