IncLevel1	IncLevel2	IncLevelDifference
0.657	0.728,0.429	0.079
0.0	0.165,1.0	-0.583
0.0	0.179,NA	-0.179
0.79	0.844,1.0	-0.132
0.137	0.175,NA	-0.038
0.639	0.761,0.0	0.259
0.157	0.0,NA	0.157
0.978	1.0,NA	-0.022
0.755	0.935,1.0	-0.213
0.322	0.0,NA	0.322
0.315	0.0,NA	0.315
0.315	0.0,NA	0.315
0.064	0.0,NA	0.064
1.0	0.0,1.0	0.5
0.96	0.856,0.52	0.272
0.059	0.235,0.0	-0.058
0.0	0.195,0.0	-0.098
0.573	0.514,0.607	0.012
0.0	NA,0.498	-0.498
0.0	0.0,1.0	-0.5
1.0	1.0,0.846	0.077
1.0	1.0,0.83	0.085
0.333	1.0,1.0	-0.667
0.012	0.0,0.0	0.012
0.957	1.0,1.0	-0.043
0.91	1.0,1.0	-0.09
0.933	1.0,1.0	-0.067
0.571	0.652,0.453	0.018
0.816	0.526,0.689	0.209
0.438	0.4,0.448	0.014
0.565	0.533,0.661	-0.032
0.538	0.652,0.785	-0.18
0.632	0.677,0.932	-0.172
0.416	0.35,0.264	0.109
0.341	0.199,0.199	0.142
0.854	0.849,0.907	-0.024
0.398	0.0,0.289	0.254
0.452	NA,0.275	0.177
0.447	1.0,0.669	-0.388
1.0	0.0,1.0	0.5
0.526	0.0,0.262	0.395
0.8	1.0,NA	-0.2
0.969	1.0,1.0	-0.031
0.885	0.74,1.0	0.015
1.0	NA,0.0	1.0
0.333	0.364,0.538	-0.118
0.351	0.382,0.558	-0.119
0.434	0.365,NA	0.069
1.0	0.867,1.0	0.067
0.318	0.473,0.259	-0.048
1.0	1.0,0.0	0.5
0.706	0.678,0.62	0.057
1.0	0.537,0.744	0.359
0.311	0.422,0.0	0.1
0.914	0.786,0.74	0.151
0.534	0.197,0.087	0.392
0.0	0.176,0.0	-0.088
0.0	0.286,0.0	-0.143
0.0	0.306,0.0	-0.153
0.0	1.0,1.0	-1.0
0.488	0.518,0.558	-0.05
0.996	1.0,0.947	0.022
0.185	0.089,0.0	0.141
0.737	0.848,0.0	0.313
0.494	0.328,0.43	0.115
0.739	0.723,0.506	0.124
0.438	0.45,0.535	-0.055
0.0	1.0,0.0	-0.5
0.72	0.632,1.0	-0.096
0.87	0.887,0.93	-0.039
0.527	0.712,0.331	0.006
0.4	0.591,0.143	0.033
0.286	0.44,0.6	-0.234
1.0	0.96,1.0	0.02
0.052	0.037,0.063	0.002
0.114	0.095,0.145	-0.006
0.352	0.656,0.625	-0.289
0.185	0.211,0.314	-0.078
0.57	0.648,0.544	-0.026
0.305	0.448,0.397	-0.117
0.333	0.175,0.05	0.221
0.456	0.301,0.308	0.152
1.0	0.915,1.0	0.042
0.392	0.0,0.349	0.218
0.269	0.205,0.149	0.092
0.6	1.0,0.6	-0.2
0.366	0.306,0.375	0.025
0.414	0.253,0.167	0.204
0.875	0.508,0.373	0.434
0.228	0.383,0.412	-0.169
0.767	0.576,0.674	0.142
0.388	0.759,0.651	-0.317
0.417	0.413,0.195	0.113
0.143	0.344,0.46	-0.259
0.697	0.0,0.0	0.697
0.242	0.391,0.332	-0.12
0.441	0.873,0.972	-0.481
0.308	0.387,0.373	-0.072
0.396	0.415,0.406	-0.014
0.424	0.282,0.296	0.135
0.0	0.52,0.563	-0.541
0.88	0.915,0.659	0.093
0.868	0.906,0.634	0.098
0.86	0.9,0.619	0.1
