IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0,0,0,0,0	0,185,0,0,2	0,0,0,0,11,0,0,0,0,0,27,0,0,0,9,2	0,0,0,0,1153,0,0,0,4,0,3553,0,0,0,118,168	197	149
0,9,0,0,0	0,78,0,0,0	0,0,0,0,39,0,0,0,0,0,73,0,0,0,0,0	0,0,0,0,385,0,0,0,0,0,993,0,0,0,8,7	442	149
0,192,0,0,0	0,979,0,0,6	0,0,0,0,47,0,0,0,0,0,114,0,0,0,0,14	0,0,0,0,148,0,0,0,0,0,672,0,0,0,0,38	152	149
0,4,0,0,0	0,194,0,0,6	0,0,0,0,23,0,0,0,0,0,11,0,0,0,0,0	0,0,0,0,868,0,0,0,0,2,464,0,0,0,0,20	192	149
0,10,0,0,0	0,204,0,0,2	0,0,0,0,26,0,0,0,0,0,29,0,0,0,0,1	0,0,0,0,620,0,0,0,0,2,558,0,0,0,132,27	204	149
0,29,0,0,0	0,489,0,0,0	0,0,0,0,18,0,0,0,0,0,24,0,0,0,0,12	0,0,0,0,1553,0,0,0,0,0,825,0,0,0,81,26	370	149
0,176,0,0,4	0,0,0,0,0	0,0,0,0,659,0,0,0,0,2,510,0,0,0,36,67	0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0	2480	149
0,194,0,0,0	0,956,0,0,0	0,0,0,0,200,0,0,0,0,0,32,0,0,0,0,14	0,0,0,0,592,0,0,0,0,0,751,0,0,0,113,26	378	149
0,5,0,0,0	0,67,0,0,0	0,0,0,0,5,0,0,0,0,0,8,0,0,0,8,0	0,0,0,0,16,0,0,0,0,0,78,0,0,0,60,3	374	149
0,3,0,0,0	0,0,0,0,0	0,0,0,0,17,0,0,0,0,0,1,0,0,0,2,3	0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0	198	149
0,3,0,0,0	0,5,0,0,0	0,0,0,0,17,0,0,0,0,0,3,0,0,0,2,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0	198	149
0,4,0,0,0	0,6,0,0,0	0,0,0,0,66,0,0,0,0,0,10,0,0,0,7,11	0,0,0,0,18,0,0,0,0,0,33,0,0,0,16,8	198	149
0,29,0,0,0	0,1925,0,0,2	0,0,0,0,11,0,0,0,0,0,26,0,0,0,3,0	0,0,0,0,1753,0,0,2,2,2,2663,0,0,0,670,128	166	149
0,71,0,0,0	0,9,0,0,0	0,0,0,0,41,0,0,0,0,0,66,0,0,0,8,0	0,0,0,0,32,0,0,0,0,0,12,0,0,0,0,0	215	149
0,13,0,0,0	0,13,0,0,0	0,0,0,0,101,0,0,0,0,0,37,0,0,0,0,3	0,0,0,0,59,0,0,0,0,0,61,0,0,0,0,5	845	149
0,99,0,0,0	0,0,0,0,0	0,0,0,0,58,0,0,0,2,0,25,0,0,0,2,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	155	149
0,53,0,0,0	0,3,0,0,0	0,0,0,0,31,0,0,0,0,0,4,0,0,0,8,13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	193	149
0,40,0,0,0	0,181,0,0,0	0,0,0,0,26,0,0,0,0,0,54,0,0,0,7,3	0,0,0,0,201,0,0,0,0,0,230,0,0,0,14,31	152	149
0,5,0,0,0	0,4,0,0,0	0,0,0,0,24,0,0,0,0,0,32,0,0,0,11,12	0,0,0,0,97,0,0,0,0,0,79,0,0,0,3,15	152	149
0,16,0,0,0	0,125,0,0,0	0,0,0,0,38,0,0,0,0,0,2,0,0,0,16,8	0,0,0,0,177,0,0,0,0,0,165,0,0,0,136,69	152	149
0,46,0,0,0	0,582,0,0,0	0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,3	0,0,0,0,325,0,0,0,0,0,343,0,0,0,35,30	152	149
0,7,0,0,0	0,759,0,0,0	0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1	0,0,0,0,199,0,0,0,0,0,342,0,0,0,1,35	170	149
0,963,0,0,0	0,17,0,0,0	0,0,0,0,195,0,0,0,0,0,328,0,0,0,19,19	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	153	149
0,10,0,0,0	0,0,0,0,0	0,0,0,0,100,0,0,0,0,0,6,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0	235	149
0,1015,0,0,0	0,0,0,0,0	0,0,0,0,2064,0,0,0,0,4,1054,0,0,0,104,220	0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5	2008	149
0,39,0,0,0	0,0,0,0,0	0,0,0,0,99,0,0,0,0,0,44,0,0,0,27,10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3	153	149
0,449,0,0,0	0,0,0,0,0	0,0,0,0,870,0,0,0,0,0,365,0,0,0,39,145	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	401	149
0,2,0,0,0	0,2,0,0,0	0,0,0,0,7,0,0,0,0,0,7,0,0,0,1,3	0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,11	152	149
0,0,0,0,0	0,2,0,0,0	0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,59,0,0,0,0,0,23,0,0,0,0,0	200	149
0,0,0,0,0	0,22,2,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4	0,0,0,0,118,2,0,0,0,0,85,0,0,0,52,15	200	149
0,25,0,0,0	0,102,0,0,2	0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,16	0,0,0,0,361,0,0,0,0,0,424,0,0,0,45,53	309	149
0,22,0,0,0	0,4,0,0,0	0,0,0,0,14,0,0,0,0,0,24,0,0,0,1,1	0,0,0,0,23,0,0,0,0,0,9,0,0,0,12,1	182	149
0,618,0,0,0	0,0,0,0,0	0,0,0,0,462,0,0,2,0,0,200,0,0,0,99,59	0,0,0,0,25,0,0,0,0,0,6,0,0,0,5,1	463	149
