IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
92	32	14,23,63,24	3,3,2,3	203	222
2	11	4,0,0,0	10,9,3,6	298	295
4	11	4,0,0,0	10,9,3,6	271	295
3	2	10,4,6,2	7,3,6,4	187	238
0	4	0,1,0,0	0,0,0,0	298	294
42	4	24,26,7,16	0,0,0,0	245	294
42	0	24,26,7,16	0,1,0,0	245	298
22	53	0,0,1,0	2,12,11,11	209	221
3	2	0,0,1,0	0,0,0,6	211	294
3	5	0,0,1,0	3,0,0,0	211	294
2	3	0,0,1,0	0,0,0,0	211	294
2	118	0,0,1,0	6,19,25,34	211	221
2	5	0,0,0,6	3,0,0,0	294	294
3	118	0,0,0,0	6,19,25,34	294	221
111	10	15,18,23,11	5,0,0,2	210	264
3	26	0,0,0,0	8,5,2,17	185	264
138	146	39,83,56,94	68,40,66,61	277	245
149	271	45,50,46,54	83,106,133,122	292	298
1	0	2,0,0,0	2,0,0,0	279	222
64	15	47,29,34,41	25,5,1,1	275	298
0	32	3,0,0,0	100,21,2,2	233	245
0	10	1,0,0,0	25,1,2,2	298	220
2	17	0,3,0,0	29,0,2,6	262	259
1	3	2,0,2,0	1,0,0,2	241	286
5	113	18,0,6,0	24,26,41,20	216	298
0	2	6,2,0,0	4,4,0,0	298	289
0	6	6,0,0,2	12,1,1,0	298	298
8	0	3,0,0,0	2,0,0,0	298	298
10	0	3,3,0,0	6,0,0,2	275	298
0	10	9,0,0,0	2,0,2,0	298	210
1	2	1,0,0,0	36,2,3,0	223	247
0	2	1,0,0,0	29,2,3,0	258	247
0	134	2,0,0,0	179,79,60,91	203	298
2	69	12,5,0,2	19,35,52,22	246	197
8	68	16,10,12,4	19,39,49,22	239	197
49	69	9,25,13,30	23,36,56,28	294	197
37	0	16,27,29,20	0,0,2,0	297	298
16	0	10,13,19,10	0,0,0,2	297	187
37	0	16,27,29,20	0,0,0,2	297	187
7	2	1,0,0,0	2,0,0,0	298	298
20	97	16,17,9,31	26,31,27,29	201	241
76	52	17,21,26,21	21,28,29,39	241	249
14	3	0,0,0,0	2,0,0,0	277	298
39	63	32,12,2,6	69,27,9,8	233	298
7	11	43,3,6,7	42,0,2,2	298	298
0	14	0,2,0,0	31,0,0,0	219	298
2	4	0,3,1,0	0,0,2,1	221	215
0	8	3,0,1,0	12,3,11,0	298	254
34	8	57,11,14,14	9,3,5,0	260	254
0	3	30,0,0,0	17,0,0,0	245	257
6116	8264	134,0,0,0	230,1,2,0	244	298
4919	6440	183,0,0,0	216,3,0,0	276	244
4664	7874	216,1,0,0	201,2,0,0	298	276
2	18	1,0,0,0	6,2,0,3	298	214
2	2	0,1,0,0	0,1,0,0	223	298
12	15	4,6,6,4	4,12,5,0	298	298
12	15	4,7,6,4	4,12,5,0	275	298
111	2	37,38,24,12	0,0,0,0	275	258
1	2	25,0,2,0	28,8,5,0	181	208
66	16	12,11,5,11	6,3,0,1	246	199
1	12	2,0,2,3	2,2,2,0	298	208
0	2	5,10,0,0	4,0,0,0	238	210
0	6	0,0,0,2	0,1,4,3	203	209
4	6	0,0,0,0	0,1,4,3	185	209
4	0	0,4,3,5	0,0,0,1	200	185
0	115	0,0,0,1	140,132,60,63	250	271
309	272	132,166,197,232	176,163,104,98	262	298
126	84	98,61,36,32	76,42,23,17	272	298
6	51	3,2,0,0	11,7,3,14	276	245
28	0	25,16,9,9	12,0,0,0	298	253
1	9	0,0,0,0	0,11,0,0	220	298
2	9	0,0,0,0	0,11,0,0	187	298
5	4	2,0,0,0	0,0,0,0	298	187
4	2	30,2,0,0	55,1,0,0	272	298
20	69	63,17,0,3	43,15,4,4	268	289
46	14	143,21,8,17	29,6,3,13	288	288
13	31	7,6,0,3	1,28,20,11	241	276
0	2	5,0,0,0	8,0,0,0	266	298
0	8	5,0,0,0	12,2,0,0	266	298
0	18	25,0,0,0	92,13,10,6	200	232
24	10	37,6,0,2	34,11,6,0	256	218
4	2	30,14,0,0	49,0,0,2	265	230
4	0	25,0,0,0	17,0,0,0	265	298
18	119	82,20,0,1	61,59,40,36	263	204
305	243	46,136,222,115	78,128,170,89	245	218
654	3	141,277,356,219	3,4,0,4	245	230
43	330	2,7,25,30	86,114,141,99	175	245
39	10	2,7,22,29	2,3,14,8	175	245
6	4	15,2,0,0	2,0,5,2	298	210
218	336	102,140,166,143	150,90,146,135	286	247
99	336	90,65,35,40	151,91,146,135	253	247
74	94	91,65,27,40	85,66,19,10	280	298
0	2	7,0,2,8	51,10,7,2	236	298
6	3	2,12,1,8	0,2,0,0	298	256
89	24	52,34,37,40	36,41,28,24	298	298
45	42	27,13,12,13	28,19,24,24	298	298
209	3	457,190,42,36	396,14,0,6	245	298
221	296	26,50,60,127	41,71,57,83	222	298
221	0	26,50,60,127	2,0,0,0	222	258
10	403	23,8,5,4	641,647,306,223	260	279
10	165	23,8,5,4	353,323,162,117	260	298
38	2	31,23,5,8	27,4,4,5	292	278
0	17	2,0,0,0	2,2,0,0	203	188
74	432	39,25,24,26	136,165,115,125	240	291
295	421	161,138,123,124	125,147,132,137	291	274
118	0	384,93,46,52	2,0,0,0	235	298
22	0	7,8,5,6	1,5,0,0	189	298
180	231	68,91,35,29	198,155,76,76	285	295
1	27	5,3,4,0	23,14,3,16	298	246
5	24	2,2,0,2	8,11,7,11	205	239
33	142	9,14,8,7	83,54,66,82	195	240
584	460	145,153,223,192	140,119,132,97	279	235
578	349	145,153,225,187	110,111,60,56	279	218
578	0	145,153,223,187	1,0,0,0	279	192
1	12	0,3,0,0	5,0,4,0	192	203
117	103	44,49,52,47	30,65,89,83	242	227
149	78	44,75,130,133	42,49,38,34	273	298
22	43	148,29,9,19	174,69,43,58	298	238
22	40	163,37,15,11	218,53,49,43	266	298
258	432	73,59,139,77	128,75,167,107	263	278
67	0	18,21,28,18	0,1,1,0	228	176
2	2	5,1,0,0	0,0,0,0	298	298
25	53	99,8,10,5	140,42,25,17	298	298
158	65	29,133,103,52	15,59,54,37	298	298
37	119	22,15,39,17	24,17,53,53	195	230
112	59	35,59,56,60	12,36,32,10	273	195
42	24	36,23,23,20	11,2,6,0	232	232
34	133	22,10,17,8	41,56,77,46	298	298
0	20	0,2,0,0	23,23,19,11	269	298
312	133	60,124,138,88	70,48,39,21	287	240
87	305	21,26,39,36	113,132,78,99	298	287
36	70	12,9,7,26	28,55,60,39	202	222
51	87	22,7,23,23	31,35,53,67	240	284
2	30	33,1,2,2	46,19,27,20	248	246
20	9	31,7,0,10	61,7,0,2	225	289
1	14	1,0,0,0	2,0,0,2	214	217
85	24	35,31,25,37	11,19,4,16	222	207
170	282	25,31,24,17	16,55,34,62	298	257
126	82	12,23,16,11	18,20,7,7	225	284
1	16	3,0,2,0	3,15,19,10	224	261
44	63	20,74,69,37	20,77,53,30	219	246
10	8	86,5,0,2	101,7,6,4	298	277
0	2	2,0,0,0	88,1,0,0	277	250
