IncLevel1	IncLevel2	IncLevelDifference
0.759	0.836,0.893,0.972,0.897	-0.14
0.153	0.284,0.0,0.0,0.0	0.082
0.284	0.303,0.0,0.0,0.0	0.208
0.656	0.645,0.629,0.56,0.389	0.1
0.0	NA,1.0,NA,NA	-1.0
0.926	1.0,1.0,1.0,1.0	-0.074
1.0	1.0,0.969,1.0,1.0	0.008
0.305	0.0,0.0,0.088,0.0	0.283
0.676	NA,NA,1.0,0.0	0.176
0.455	0.0,NA,1.0,NA	-0.045
0.482	NA,NA,1.0,NA	-0.518
0.017	0.0,0.0,0.04,0.0	0.007
0.286	0.0,NA,NA,1.0	-0.214
0.019	0.0,0.0,0.0,0.0	0.019
0.933	0.79,1.0,1.0,0.874	0.017
0.141	0.0,0.0,0.0,0.0	0.141
0.455	0.337,0.647,0.429,0.577	-0.042
0.359	0.356,0.325,0.261,0.311	0.046
1.0	0.443,NA,NA,NA	0.557
0.822	0.671,0.863,0.974,0.978	-0.049
0.0	0.031,0.0,0.0,0.0	-0.008
0.0	0.029,0.0,0.0,0.0	-0.007
0.104	0.0,1.0,0.0,0.0	-0.146
0.283	0.704,NA,1.0,0.0	-0.285
0.058	0.509,0.0,0.168,0.0	-0.111
0.0	0.593,0.327,NA,NA	-0.46
0.0	0.333,0.0,0.0,1.0	-0.333
1.0	0.6,NA,NA,NA	0.4
1.0	0.351,1.0,NA,0.0	0.55
0.0	0.76,NA,0.0,NA	-0.38
0.356	0.03,0.0,0.0,NA	0.346
0.0	0.032,0.0,0.0,NA	-0.011
0.0	0.016,0.0,0.0,0.0	-0.004
0.023	0.336,0.103,0.0,0.068	-0.104
0.088	0.41,0.174,0.168,0.13	-0.133
0.322	0.208,0.318,0.135,0.418	0.052
1.0	1.0,1.0,0.936,1.0	0.016
1.0	1.0,1.0,1.0,0.759	0.06
1.0	1.0,1.0,1.0,0.863	0.034
0.778	0.333,NA,NA,NA	0.445
0.198	0.425,0.397,0.286,0.562	-0.22
0.602	0.455,0.437,0.481,0.357	0.169
0.834	0.0,NA,NA,NA	0.834
0.442	0.372,0.362,0.221,0.49	0.081
0.389	0.506,1.0,0.75,0.778	-0.37
0.0	0.0,1.0,NA,NA	-0.5
0.327	NA,1.0,0.327,0.0	-0.115
0.0	0.176,0.0,0.072,NA	-0.083
0.806	0.861,0.782,0.732,1.0	-0.038
0.0	0.649,NA,NA,NA	-0.649
0.475	0.416,0.0,0.0,NA	0.336
