ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
7	14	8	22,11	9,16	203	222
8	0	11	2,2	10,0	298	295
9	0	11	2,0	10,0	271	295
11	22	7	9,4	2,0	245	294
18	3	20	4,0	20,0	209	221
23	15	9	6,0	2,2	198	210
24	2	13	0,0	5,0	247	298
26	62	2	31,0	0,0	210	298
27	54	22	23,2	2,0	210	264
28	2	6	0,0	2,0	185	264
29	2	7	0,0	2,0	185	298
30	2	7	0,0	2,0	185	298
31	2	42	0,0	14,0	185	264
33	2	0	0,4	2,0	183	228
38	22	1	11,2	2,2	275	298
44	2	44	6,0	27,29	216	298
45	0	5	2,0	8,1	298	289
47	262	180	102,94	89,56	229	211
55	0	4	0,2	0,2	298	296
56	0	12	0,2	2,0	298	298
57	10	0	2,11	0,2	298	298
58	22	0	4,9	0,2	275	298
59	1	2	6,4	0,0	298	298
65	1	125	0,0	58,31	203	298
66	22	1	17,7	0,0	297	298
67	16	1	6,9	0,0	297	187
68	22	1	17,7	0,0	297	187
72	18	14	49,8	27,10	241	249
74	4	1	1,4	1,2	269	298
78	18	22	28,17	40,20	298	284
79	32	27	26,32	25,18	272	298
80	18	13	20,13	9,3	284	239
81	18	11	20,13	10,1	284	298
82	18	34	6,4	15,15	184	248
83	5	12	3,1	15,5	196	243
97	24	4	23,30	4,3	260	254
98	3479	6426	0,4	5,12	244	298
99	4088	4382	0,3	0,7	276	244
100	4717	5404	2,24	0,11	298	276
101	2	0	0,2	1,0	242	298
104	5	4	0,6	12,15	249	221
106	4	1	2,0	0,0	242	242
107	38	1	7,12	0,0	298	242
108	38	4	7,12	2,0	298	242
116	1	0	0,0	0,2	223	298
117	7	14	4,7	7,6	298	298
118	7	14	4,7	7,6	275	298
120	4	6	3,0	6,0	181	208
124	10	0	12,3	2,0	265	288
125	2	3	9,2	7,4	298	208
127	4	0	2,0	0,2	238	210
135	57	26	75,79	39,53	272	298
152	2	0	2,5	2,2	257	298
157	7	17	4,0	6,4	272	298
158	32	3	66,94	18,33	288	288
159	7	7	9,1	42,12	241	276
160	0	2	2,0	8,2	248	212
161	0	1	2,0	6,2	248	298
162	0	1	2,0	4,2	248	219
176	0	2	2,3	0,0	265	298
183	108	101	52,17	43,12	245	218
184	242	1	118,38	0,2	245	230
185	17	105	4,0	57,21	175	245
186	16	8	4,0	1,4	175	245
193	55	55	31,24	62,31	253	247
194	64	24	74,27	30,28	264	280
195	49	67	60,27	78,25	280	298
201	0	2	4,0	0,6	256	258
203	3	1	4,6	2,0	298	256
217	110	20	116,132	18,12	245	298
218	3	2	10,2	3,3	298	221
219	2	3	13,2	9,12	298	298
220	40	134	41,57	70,51	222	298
