ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	2	0	42	1	182	149	0.337456735134
6	0	2	3	70	263	149	0.44438150307
7	8	0	0	2	298	149	1.25087145719e-06
9	0	6	55	0	273	149	3.53084228522e-12
10	13	56	0	13	298	149	0.00455876791597
11	0	8	2	4	280	149	0.0337332637811
13	46	9	28	12	298	149	0.119379892308
14	6	9	7	12	199	149	0.851281956787
15	0	42	21	214	254	149	0.00445851564681
17	0	885	1	355	298	149	1
19	3	148	0	61	153	149	0.724458720934
21	15	17	12	2	166	149	0.00523877571937
22	15	0	63	3	158	149	0.167069998346
23	6	0	4	3	201	149	0.00175006604295
24	0	9	2	61	192	149	0.670576737595
57	0	9	10	30	204	149	0.00245655912851
62	0	2	11	67	267	149	0.034413844901
67	9	697	2	464	220	149	1
75	3	32	2	18	298	149	0.863594084552
79	5	16	6	51	298	149	0.216169452047
80	1	16	5	51	298	149	0.366339334638
83	1	0	43	1	230	149	0.304536131697
87	43	0	47	1	298	149	0.284987892163
89	9	52	7	20	154	149	0.261441669529
90	6	9	6	2	154	149	0.062327161713
92	0	1	1	0	185	149	7.56222339521e-05
96	1	6	4	2	240	149	0.0238955636705
111	0	7	2	16	160	149	0.112336311945
119	1	0	249	3	298	149	0.454319263596
120	1	1	2	0	184	149	0.0246270496393
122	1	8	7	42	184	149	0.528266265861
143	25	2	2	0	243	149	0.115289427423
147	9	0	5	6	298	149	4.69272677798e-05
163	130	0	3483	25	159	149	1
165	0	130	52	3469	298	149	1
168	0	2	26	2712	173	149	1
174	3	0	44	7	298	149	0.00912596008277
175	3	0	38	1	298	149	0.264677455314
182	79	1	23	1	298	149	0.895809168588
184	0	2	1	124	232	149	1
194	50	46225	56	14155	183	149	1
196	26	0	118	13	284	149	0.00222694542762
197	4	3	0	1	161	149	0.00114530872129
218	10	5	2	0	298	149	0.00192414610002
219	14	171	2	16	298	149	0.592581399221
223	3	137	0	5	159	149	0.575107437794
229	0	34	1	43	196	149	0.498597434671
235	12	0	391	12	159	149	0.11190322767
244	0	2	1	10	204	149	0.233440017817
252	32	0	121	2	298	149	0.574157617755
258	9	1	1	0	298	149	0.73253083701
265	3	4	1	0	263	149	0.000642420953718
270	0	1	1	0	209	149	7.43665270646e-05
271	1	7	1	16	226	149	0.903542019244
272	2	7	0	16	166	149	0.0310788819225
276	2	1	7	0	227	149	0.138652027537
279	3	2	7	8	298	149	0.538291192616
280	7	1	10	8	153	149	0.0368491372824
288	7	2	22	77	182	149	0.000873131611829
304	11	0	63	6	225	149	0.0132933326137
317	4	0	68	4	298	149	0.0368527507904
326	2	0	90	2	170	149	0.846764461504
331	2	10	0	6	155	149	0.0650596977469
335	5	6	8	4	298	149	0.270345366486
346	0	12	2	89	231	149	0.58955838637
348	4	0	14	11	164	149	0.00107859636486
354	1	8	2	20	153	149	0.751492406651
360	7	0	269	3	151	149	0.827104698456
389	0	16	7	83	187	149	0.0280226678778
394	0	12	4	6	173	149	0.00114362828694
396	21	171	13	100	298	149	0.949530913838
397	7	4	5	0	298	149	0.000616601635063
398	9	2	9	0	280	149	0.0224793875378
399	1	23	22	244	171	149	0.165793689318
400	1	14	0	10	217	149	0.266948157655
402	0	10	6	185	156	149	0.187883715409
412	8	29	7	16	160	149	0.457327248388
414	1	5	1	2	160	149	0.604667064473
422	0	3	4	7	298	149	0.00934824964449
423	2	0	2	3	154	149	0.00133327859164
432	8	1	39	1	298	149	0.83709365384
433	7	297	14	624	177	149	0.895142549708
434	0	2	1	13	220	149	0.262386331934
439	41	33	4	17	159	149	0.00183586180912
441	33	415	3	140	195	149	0.00593644469139
442	14	1	3	4	195	149	0.0038386489866
444	4	74	5	224	247	149	0.312990376509
445	7	74	5	224	298	149	0.0243505382601
446	11	0	13	1	298	149	0.378947699031
447	1	24	9	19	203	149	0.0015919634883
461	24	3	16	1	203	149	0.344523924383
464	1	7	2	39	298	149	0.513963548769
466	37	1	102	5	152	149	0.306395164073
472	3	0	9	7	203	149	0.00135044359639
484	2	219	3	262	298	149	1
489	28	6	130	51	270	149	0.167450560266
491	2	9	1	54	161	149	0.0778299013861
499	2955	2	1055	2	298	149	1
501	1316	8	560	4	222	149	1
513	12	42	2	31	201	149	0.0171302546675
517	11	8	18	26	176	149	0.20777217141
518	0	2	4	25	203	149	0.0402067595758
519	0	2	3	25	298	149	0.166528949401
521	1	0	1	5	155	149	0.000258171225673
525	10	1404	15	699	222	149	0.381954582308
529	7	1	108	0	298	149	0.516796308522
537	0	2	1	2	231	149	0.647027680453
540	766	21	173	2	292	149	0.0904012184587
550	1	0	101	2	298	149	0.352940490304
565	356	50	49	7	155	149	0.939960634976
566	73	2288	21	402	162	149	0.131209284243
567	40	5	10	0	162	149	0.0136143058516
570	56	0	17	2	296	149	0.0353015834683
571	76	2	62	3	298	149	0.47614043299
577	6	0	6	1	298	149	0.462339124178
578	87	22	18	12	226	149	0.0394753652365
587	0	87	10	2009	158	149	1
588	0	35	54	1466	250	149	0.106268399617
589	17	0	592	13	298	149	0.0749779188355
590	52	0	2008	13	215	149	1
596	0	25	9	1374	298	149	1
598	0	25	9	1374	298	149	1
599	0	25	2	1374	151	149	1
636	2	0	19	4	298	149	0.00396285654642
637	6	229	4	118	153	149	0.896829996756
640	0	3	17	765	298	149	0.917614569033
646	5	2	3	0	259	149	0.0131335833677
653	1	0	635	10	298	149	0.147073411612
658	31	196	32	64	165	149	0.000386832418739
660	132	1	84	0	298	149	0.602268456406
666	0	5	1	111	198	149	1
669	0	2	14	9	161	149	0.00134504957986
673	3	3	11	0	298	149	0.000297562606668
679	16	0	31	6	252	149	0.00200105883864
680	1	16	0	23	298	149	0.32262970272
681	28	2	30	0	154	149	0.199396807092
686	3	0	9	2	298	149	0.0248656398049
708	0	8	2	8	175	149	0.0516109428927
709	49	0	267	4	298	149	0.239837434204
710	0	49	2	266	153	149	1
742	1	0	3	3	230	149	0.00111487460472
743	135	0	142	2	298	149	0.581550577578
744	0	11	1	48	192	149	0.551887788256
747	3	1	9	2	176	149	0.7627724048
756	0	2	3	65	298	149	0.467050596366
759	5	2	43	5	298	149	0.295350994287
768	9	13	1	22	298	149	0.000569427135641
770	3	6	0	11	169	149	0.00570285334148
773	3	6	16	43	298	149	0.733631001146
777	16	1	11	0	298	149	0.301008014937
784	2	8	11	7	298	149	0.0161726882341
788	7	14	0	4	242	149	0.00422890471151
798	119	16	59	11	158	149	0.509876924754
802	1	31	0	118	285	149	0.524376572065
804	4	0	6	2	233	149	0.0193888425928
805	4	0	5	1	201	149	0.743253474959
807	72	80	31	19	155	149	0.0907253701717
817	62	1	60	0	298	149	0.322843342776
822	491	3	142	0	229	149	1
827	2	0	0	16	166	149	2.68063144249e-06
828	3	36	1	21	187	149	0.387062074335
836	2	0	19	4	298	149	0.00396285654642
840	33	1	13	1	229	149	0.931376589855
841	8	2	7	0	217	149	0.0285231754911
855	1	21	0	37	230	149	0.325957405845
864	0	2	149	51	206	149	0.000666578760355
865	12	2	590	225	206	149	0.14569583486
868	2	0	1	2	168	149	0.00260633652657
869	47	2	59	0	153	149	0.819336526352
871	0	2	2	2	161	149	0.0105562177347
872	92	0	63	1	298	149	0.325054887142
885	339	0	203	2	298	149	0.528355002126
888	0	1	3	156	159	149	0.78833835884
889	0	74	3	45	272	149	0.357671779307
890	0	20	3	15	228	149	0.0281900966297
894	2	88	8	76	222	149	0.0231107840175
902	6	0	13	1	173	149	0.226537957415
904	8	0	35	7	167	149	0.00617641416197
924	0	23	3	49	167	149	0.127582851331
928	0	8	2	7	209	149	0.0524200122416
933	70	10	35	7	276	149	0.555539434138
952	1	161	0	92	153	149	1
954	9	1	11	0	298	149	0.648334229043
955	10	47	0	16	298	149	0.00488737381479
961	0	34	5	77	275	149	0.10820818541
973	0	65	2	140	216	149	1
979	0	2	7	198	175	149	0.184585390129
980	10	0	258	1	194	149	1
990	0	5	1	26	298	149	0.45857281495
991	36	17	28	24	180	149	0.153276526285
996	442	12	443	19	197	149	0.23628174983
997	0	108	1	42	158	149	0.399249484739
1001	75	2	77	0	298	149	0.362006512743
1002	75	2	77	0	298	149	0.362006512743
1006	2	165	1	341	180	149	1
1021	7	12	62	510	298	149	0.0138359463601
1023	14	0	61	4	178	149	0.0609713615521
1024	2	92	0	81	175	149	0.52807911033
1025	0	2	8	0	298	149	1.25087145719e-06
1033	0	2	4	0	194	149	5.53958776006e-06
1042	2	59	3	32	162	149	0.284488699586
