ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
13	4	37	4,0,1,2	49,26,9,10	204	149	0.288250145445	1.0
19	20	84	4,0,0,9	23,32,31,33	298	149	0.0110248787755	0.12522007200127555
20	5	0	5,0,0,1	0,4,0,0	198	149	1	1.0
21	4	4	6,0,1,1	12,0,0,0	198	149	1	1.0
22	23	581	18,6,5,5	368,285,209,158	166	149	0.400956273271	1.0
24	16	2	11,7,2,6	0,0,0,0	182	149	0.15290246927	0.6923035924591846
28	35	0	3,0,0,0	0,2,0,0	298	149	1	1.0
29	9	0	0,4,0,14	6,0,0,0	215	149	1	1.0
46	0	2	1,0,0,0	27,0,0,0	152	149	1	1.0
61	0	10	0,2,0,0	27,18,0,4	200	149	1	1.0
62	0	6	4,0,0,0	38,0,0,0	298	149	1	1.0
66	0	2	3,1,0,0	10,1,0,0	191	149	1	1.0
67	4	0	0,0,2,0	1,0,0,2	233	149	1	1.0
72	3	0	3,0,0,0	2,0,0,0	165	149	1	1.0
73	181	0	56,57,104,57	0,2,0,0	298	149	1	1.0
74	0	2	3,3,1,2	1,6,0,0	266	149	0.000563245425636	0.015012368077951518
84	1	6	0,0,0,0	2,0,0,0	176	149	1	1.0
85	1	8	12,2,0,0	3,0,0,2	271	149	1	1.0
86	6	8	14,2,0,0	3,0,0,2	244	149	1	1.0
87	0	4	6,0,0,0	3,0,0,0	232	149	1	1.0
91	73	2	51,10,15,12	0,2,0,0	218	149	0.932773333224	1.0
102	2	44	11,0,4,0	102,16,6,11	152	149	0.37780571951	1.0
104	5	2	15,2,0,0	15,0,0,0	152	149	1	1.0
106	27	0	34,25,5,16	2,0,0,2	182	149	0.852532278189	1.0
119	2	0	35,1,0,0	7,0,0,0	257	149	1	1.0
120	2	2	53,0,0,0	52,0,0,0	257	149	1	1.0
124	5	16	2,0,0,0	89,3,0,0	152	149	1	1.0
152	4	0	30,0,0,4	1,0,0,0	298	149	1	1.0
159	26	2	6,17,8,16	2,0,0,1	298	149	0.140544032497	0.6548893262505898
180	5	1	36,11,0,7	14,4,0,0	184	149	1	1.0
182	2	0	0,4,4,0	0,2,2,0	152	149	1	1.0
190	3	0	4,0,0,2	3,4,0,0	152	149	1	1.0
208	0	2	2,0,0,0	2,0,0,0	152	149	1	1.0
209	2	0	0,0,0,0	5,2,0,0	152	149	1	1.0
217	2	28	60,2,2,0	552,15,3,6	298	149	0.420188054379	1.0
219	2	2	0,0,0,0	7,5,2,0	172	149	1	1.0
223	2	11	0,2,0,0	0,1,4,2	152	149	1	1.0
228	3	2	1,1,0,0	0,0,0,0	215	149	1	1.0
235	0	2	0,1,0,0	3,11,0,0	226	149	1	1.0
247	2	0	59,0,0,0	1,0,0,0	154	149	1	1.0
249	19	0	212,7,0,2	3,0,0,0	257	149	1	1.0
250	1	0	24,0,0,0	3,0,0,0	187	149	1	1.0
258	0	4	2,0,0,0	33,2,0,0	298	149	1	1.0
259	0	4	2,0,0,0	33,2,0,0	298	149	1	1.0
261	15	0	305,3,2,10	2,0,0,0	298	149	1	1.0
262	10	164	17,3,0,0	1569,327,20,25	254	149	0.00550198943063	0.07884212811347219
273	7	0	73,6,0,0	1,0,0,0	196	149	1	1.0
285	0	40	1,0,0,0	621,68,14,15	167	149	1	1.0
286	1070	0	1782,933,166,258	4,0,0,0	157	149	1	1.0
288	51	42	51,10,24,36	23,22,17,23	298	149	0.866646269286	1.0
289	68	7	86,27,19,39	1,0,1,0	155	149	0.000143001578106	0.00519745735697989
