IncLevel1	IncLevel2	IncLevelDifference
0.325	0.316,0.203	0.066
1.0	1.0,0.984	0.008
0.0	0.054,0.0	-0.027
0.09	0.097,0.154	-0.036
0.732	1.0,0.656	-0.096
0.833	1.0,1.0	-0.167
0.099	1.0,1.0	-0.901
1.0	0.498,1.0	0.251
0.017	0.102,0.083	-0.075
0.178	0.665,0.605	-0.457
0.532	0.761,0.697	-0.197
0.174	0.227,0.274	-0.077
0.192	1.0,1.0	-0.808
0.317	0.436,0.507	-0.155
0.349	0.817,0.648	-0.383
0.0	0.201,0.0	-0.101
1.0	1.0,0.046	0.477
0.532	1.0,1.0	-0.468
0.959	0.966,0.928	0.012
0.972	0.925,1.0	0.009
0.785	1.0,1.0	-0.215
0.742	1.0,1.0	-0.258
1.0	0.586,1.0	0.207
0.559	0.819,1.0	-0.35
0.562	1.0,1.0	-0.438
0.937	1.0,0.948	-0.037
1.0	0.933,0.819	0.124
0.012	0.025,0.045	-0.023
1.0	0.0,0.0	1.0
1.0	0.611,1.0	0.195
0.706	0.41,0.294	0.354
0.198	0.0,0.526	-0.065
0.195	NA,1.0	-0.805
0.0	0.0,0.032	-0.016
1.0	0.799,1.0	0.101
0.131	0.102,0.184	-0.012
1.0	0.785,1.0	0.107
0.111	1.0,0.367	-0.573
1.0	0.15,1.0	0.425
0.417	1.0,0.87	-0.518
0.062	0.059,0.126	-0.03
0.011	0.007,0.015	0.0
0.56	1.0,0.933	-0.406
0.039	0.0,0.011	0.034
0.023	0.05,0.071	-0.037
0.623	0.857,0.769	-0.19
0.0	0.03,0.05	-0.04
0.0	1.0,NA	-1.0
0.03	1.0,0.199	-0.57
0.0	0.166,0.091	-0.129
0.024	0.0,0.0	0.024
0.056	0.342,0.294	-0.262
0.03	0.053,0.047	-0.02
0.018	0.007,0.021	0.004
0.019	0.045,0.02	-0.014
0.0	0.124,0.068	-0.096
0.644	0.94,1.0	-0.326
0.0	0.0,0.037	-0.018
0.0	NA,0.167	-0.167
0.092	0.039,0.072	0.037
0.0	0.364,0.125	-0.244
1.0	0.173,1.0	0.413
0.096	0.372,0.156	-0.168
1.0	NA,0.0	1.0
0.478	0.0,NA	0.478
0.0	0.22,0.717	-0.468
0.13	0.0,0.0	0.13
0.0	0.016,0.017	-0.017
0.024	NA,0.0	0.024
1.0	0.443,0.0	0.778
0.571	NA,1.0	-0.429
0.0	0.0,0.125	-0.062
0.036	0.375,0.072	-0.188
0.013	0.009,0.0	0.009
0.0	0.34,0.34	-0.34
0.153	0.153,0.42	-0.133
1.0	0.887,0.98	0.067
0.043	0.144,0.516	-0.287
0.035	0.38,NA	-0.345
0.047	0.307,0.155	-0.184
0.369	0.559,0.823	-0.322
0.014	0.047,0.037	-0.028
1.0	0.489,1.0	0.256
0.517	0.329,0.25	0.228
0.318	0.341,0.201	0.047
0.0	0.142,0.118	-0.13
0.0	0.269,0.315	-0.292
0.063	0.0,0.0	0.063
0.042	0.069,0.237	-0.111
0.0	0.165,0.09	-0.128
0.644	1.0,1.0	-0.356
0.0	0.241,0.459	-0.35
0.054	0.272,0.0	-0.082
0.0	1.0,0.541	-0.77
0.015	0.033,0.0	-0.002
1.0	1.0,0.514	0.243
0.0	NA,0.114	-0.114
0.008	0.004,0.008	0.002
0.0	0.078,0.372	-0.225
0.028	0.0,1.0	-0.472
0.0	0.0,0.023	-0.011
0.213	0.553,0.567	-0.347
0.0	NA,0.183	-0.183
0.0	0.113,NA	-0.113
0.472	0.183,0.528	0.116
1.0	0.165,1.0	0.417
0.0	0.081,0.182	-0.132
