ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
0	2	0	42	1	182	149	0.337456735134	0.5752635631312829
6	0	2	3	70	263	149	0.44438150307	0.6827849223681516
7	10	0	0	2	354	149	8.38140184367e-07	6.61831409869799e-05
9	0	6	55	0	273	149	3.53084228522e-12	9.758365365776774e-10
10	13	56	0	13	332	149	0.00525719087898	0.02960754887118802
11	0	8	2	4	280	149	0.0337332637811	0.1170867287598306
13	358	9	82	12	874	149	0.000236246865129	0.0032045510355841657
14	6	9	7	12	199	149	0.851281956787	0.9906233718189774
15	0	42	21	214	254	149	0.00445851564681	0.026320253711735277
17	19	885	9	355	1041	149	1	1.0
19	3	148	0	61	153	149	0.724458720934	0.9037241142473993
21	15	17	12	2	166	149	0.00523877571937	0.02960754887118802
22	15	0	63	3	158	149	0.167069998346	0.3804240642049495
23	6	0	4	3	201	149	0.00175006604295	0.013529356716651923
24	0	9	2	61	192	149	0.670576737595	0.8630064998967084
57	0	9	10	30	204	149	0.00245655912851	0.01757751531759097
62	0	2	11	67	267	149	0.034413844901	0.11907513470439907
67	9	697	2	464	220	149	1	1.0
75	4	32	4	18	381	149	0.522349660897	0.7590136814002707
79	8	16	6	51	316	149	0.0239024632486	0.09003125424643033
80	4	16	5	51	317	149	0.306406603604	0.5406743819381038
83	1	0	43	1	230	149	0.304536131697	0.5386635097456536
87	990	0	636	1	2962	149	0.328982161497	0.566862265401544
89	9	52	7	20	154	149	0.261441669529	0.5013421780820633
90	6	9	6	2	154	149	0.062327161713	0.18472567633705494
92	0	1	1	0	185	149	7.56222339521e-05	0.0012861596866776393
96	1	6	4	2	240	149	0.0238955636705	0.09003125424643033
111	0	7	2	16	160	149	0.112336311945	0.2861692161178552
119	3	0	359	3	401	149	0.4841887144	0.7272698692516305
120	1	1	2	0	184	149	0.0246270496393	0.09228882500422424
122	1	8	7	42	184	149	0.528266265861	0.7629534120708232
143	25	2	2	0	243	149	0.115289427423	0.28933589560982176
147	9	0	5	6	373	149	3.62226103362e-05	0.0007311243875459101
163	130	0	3483	25	159	149	1	1.0
164	34	0	78	25	327	149	4.55275792466e-06	0.00021417335683879276
165	34	130	64	3469	317	149	0	0.0
168	0	2	26	2712	173	149	1	1.0
174	82	0	560	7	1563	149	0.0141027707636	0.062237976363911374
175	82	0	554	1	1551	149	0.470885984217	0.7125954773164268
182	339	1	164	1	2099	149	0.995384098837	1.0
183	12	0	21	5	1152	149	0.000341206970688	0.004069135476719823
184	0	2	1	124	232	149	1	1.0
194	50	46225	56	14155	183	149	1	1.0
196	37	0	120	13	284	149	0.00109314663728	0.009591060377087618
197	4	3	0	1	161	149	0.00114530872129	0.009930500324596823
200	1	0	1	7	583	149	0.000215104160789	0.003003200170679604
213	2	0	0	12	431	149	1.15701744968e-05	0.00034569805151925406
218	21	5	4	0	911	149	0.00105909925389	0.009442211493349959
219	25	171	4	16	911	149	0.908860669626	1.0
223	3	137	0	5	159	149	0.575107437794	0.7951768911882273
229	0	34	1	43	196	149	0.498597434671	0.7418566137668781
235	12	0	391	12	159	149	0.11190322767	0.2857021205292956
244	0	2	1	10	204	149	0.233440017817	0.4722194687954135
252	32	0	123	2	370	149	0.371247669175	0.6098280806433322
258	9	1	4	0	396	149	0.538256771877	0.7649262438436126
265	3	4	1	0	263	149	0.000642420953718	0.006518225606684807
270	0	1	1	0	209	149	7.43665270646e-05	0.0012746076848048882
271	1	7	1	16	226	149	0.903542019244	1.0
272	2	7	0	16	166	149	0.0310788819225	0.11065283080619566
276	2	1	7	0	227	149	0.138652027537	0.3307007905979579
279	3	2	7	8	304	149	0.538995165013	0.7649262438436126
280	7	1	10	8	153	149	0.0368491372824	0.12534375774059447
288	7	2	22	77	182	149	0.000873131611829	0.008285381947441712
304	11	0	63	6	225	149	0.0132933326137	0.05949708179937389
317	4	0	85	4	438	149	0.0275527560261	0.10085950922799188
326	2	0	90	2	170	149	0.846764461504	0.9874452660260252
331	2	10	0	6	155	149	0.0650596977469	0.19103186151181395
335	6	6	10	4	308	149	0.231323256527	0.46971767221599914
339	9	0	29	4	710	149	0.00179039427366	0.013697445463883254
346	0	12	2	89	231	149	0.58955838637	0.806130854832449
348	4	0	14	11	164	149	0.00107859636486	0.009501101843448047
354	1	8	2	20	153	149	0.751492406651	0.924624213191631
360	7	0	269	3	151	149	0.827104698456	0.9727279193011786
389	0	16	7	83	187	149	0.0280226678778	0.10207268315949886
394	0	12	4	6	173	149	0.00114362828694	0.009930500324596823
396	43	171	17	100	338	149	0.215253633819	0.45068729580853123
397	10	4	8	0	363	149	0.000564272100245	0.00591282281346775
398	9	2	11	0	280	149	0.0211059640232	0.08303431753611244
399	1	23	22	244	171	149	0.165793689318	0.37903886235709094
400	1	14	0	10	217	149	0.266948157655	0.5058862682421309
402	0	10	6	185	156	149	0.187883715409	0.4122424567822849
410	2	0	4	2	619	149	0.00177989518597	0.01366440366729052
412	8	29	7	16	160	149	0.457327248388	0.6997581634504276
414	1	5	1	2	160	149	0.604667064473	0.8191515822969608
422	3	3	6	7	619	149	0.79330044749	0.954395326038018
423	2	0	2	3	154	149	0.00133327859164	0.011083123351281667
432	69	1	102	1	701	149	0.935369469822	1.0
433	7	297	14	624	177	149	0.895142549708	1.0
434	0	2	1	13	220	149	0.262386331934	0.5018479064931437
439	41	33	4	17	159	149	0.00183586180912	0.013907853379580856
441	33	415	3	140	195	149	0.00593644469139	0.0320133639333251
442	14	1	3	4	195	149	0.0038386489866	0.024043209374993203
444	4	74	5	224	247	149	0.312990376509	0.5496598272131843
445	22	74	23	224	442	149	0.00381256907088	0.023947699476465
446	18	0	19	1	344	149	0.283956726822	0.5196423562934864
447	1	24	9	19	203	149	0.0015919634883	0.012615882697603227
461	24	3	16	1	203	149	0.344523924383	0.5823718630052087
464	1	7	4	39	474	149	0.636120992377	0.8381784947232105
466	37	1	102	5	152	149	0.306395164073	0.5406743819381038
472	3	0	9	7	203	149	0.00135044359639	0.011083123351281667
484	2	219	3	262	323	149	1	1.0
489	29	6	130	51	270	149	0.143439032407	0.34014174865321867
491	2	9	1	54	161	149	0.0778299013861	0.21865554252181335
499	3926	2	1251	2	5323	149	0.42543154642	0.665696496202845
501	1316	8	560	4	222	149	1	1.0
513	12	42	2	31	201	149	0.0171302546675	0.07245076166345163
517	11	8	18	26	176	149	0.20777217141	0.4421407805462079
518	0	2	4	25	203	149	0.0402067595758	0.13307955901511048
519	0	2	5	25	1032	149	0.261934353698	0.5018479064931437
521	1	0	1	5	155	149	0.000258171225673	0.0034135881621753217
525	10	1404	15	699	222	149	0.381954582308	0.6214139672428168
529	13	1	117	0	592	149	0.279746850935	0.5162760933890641
537	0	2	1	2	231	149	0.647027680453	0.8449959843364341
538	3	0	119	16	1106	149	0.00679937931906	0.035624236195359385
539	3	0	106	2	1106	149	0.105019195119	0.2728524564137591
540	821	21	177	2	292	149	0.104540715888	0.2728524564137591
550	6	0	138	2	1039	149	0.148003541251	0.34775327280123375
565	356	50	49	7	155	149	0.939960634976	1.0
566	73	2288	21	402	162	149	0.131209284243	0.3180643614752134
567	40	5	10	0	162	149	0.0136143058516	0.0602057477896908
570	82	0	19	2	296	149	0.049377236829	0.15596152946988429
571	174	2	88	3	452	149	0.24941596401	0.48825869985516374
577	16	0	10	1	440	149	0.572163800445	0.7936349829259065
578	87	22	18	12	226	149	0.0394753652365	0.13144583213539382
587	0	87	10	2009	158	149	1	1.0
588	0	35	54	1466	250	149	0.106268399617	0.2751281399920223
589	17	0	598	13	316	149	0.070631476865	0.20202612593598318
590	52	0	2010	13	215	149	1	1.0
596	0	25	27	1374	835	149	1	1.0
598	0	25	19	1374	395	149	1	1.0
599	0	25	2	1374	151	149	1	1.0
600	3	0	38	1053	709	149	1.81503131321e-05	0.0004440201295676868
601	2	0	30	1053	665	149	0.000400213090212	0.004514648686013939
