ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	75	0	79,94	0,1	298	149	1
1	26	0	24,17	1,0	252	149	1
2	36	16	35,41	0,8	252	149	0.00248302350229
3	83	0	151,93	1,0	269	149	1
4	123	1	249,110	0,1	298	149	0.555047741751
5	105	1	204,84	1,2	278	149	0.674370598629
6	136	0	406,131	1,0	269	149	1
7	56	1	136,76	2,2	241	149	0.70148913683
8	71	0	90,70	2,0	252	149	0.703649099924
9	0	39	2,0	26,32	179	149	0.420252718293
10	57	2	30,67	0,0	207	149	0.668180121966
11	93	0	275,94	1,0	273	149	1
12	288	1	243,371	1,0	279	149	1
13	244	6	319,355	4,2	298	149	0.0761121168371
14	287	0	303,322	2,0	250	149	1
15	183	0	129,264	0,3	298	149	0.926950835547
16	210	0	231,272	1,0	298	149	1
17	203	0	254,232	0,1	298	149	1
18	117	0	142,125	0,1	294	149	1
19	207	0	287,243	1,1	228	149	1
20	43	0	32,90	0,1	298	149	1
21	49	0	35,93	0,1	298	149	1
22	71	0	80,114	2,0	215	149	1
23	144	0	128,206	4,0	258	149	0.545890734486
24	134	1	85,201	4,3	246	149	0.133226618561
25	91	0	55,126	0,1	271	149	1
26	99	0	108,177	1,0	258	149	1
27	41	0	42,84	1,0	225	149	1
28	2512	0	1711,1881	4,0	215	149	1
29	1219	0	430,1307	3,0	212	149	1
30	1905	1	1013,1517	0,0	200	149	1
31	1633	0	903,1308	0,2	185	149	1
32	1999	0	1156,1600	1,0	212	149	1
33	1837	23	857,1454	21,12	195	149	0.683873169875
38	1	1	0,0	0,2	185	149	1
39	6	1	0,8	0,0	284	149	1
40	4	1	1,3	0,1	224	149	0.0460316318538
41	1	1	0,2	0,1	293	149	1
43	3	0	0,6	1,0	209	149	1
45	5670	2	271,2104	0,0	209	149	1
46	3825	1	232,1591	0,2	298	149	1
47	1364	1	45,788	0,0	236	149	1
48	4665	1	109,2568	0,6	298	149	1
49	2653	1	101,1339	0,0	176	149	1
50	5923	0	440,2298	0,1	212	149	1
51	1	1	0,2	0,0	176	149	1
52	5730	4	510,2081	1,0	176	149	1
53	6149	16	637,2243	3,5	185	149	1
54	11950	9	1462,3932	2,5	176	149	1
55	3157	13	452,1129	4,3	290	149	1
56	3384	1	141,1537	0,0	182	149	1
57	33	38	32,24	17,40	298	149	0.683893608401
58	113	0	126,103	0,1	273	149	1
59	18	66	30,14	53,72	298	149	0.483299628509
61	8	84	2,4	65,73	284	149	0.10796936052
62	0	10	3,4	16,16	284	149	0.023180956113
63	12	1	22,11	0,0	298	149	0.463471943463
64	141	1	99,103	2,4	294	149	0.0828782588118
65	70	0	50,46	1,0	294	149	1
66	0	1	1,0	2,4	209	149	1
67	7	62	2,1	35,30	209	149	0.0721254658637
69	592	0	1535,2746	1,0	298	149	1
70	561	1	2032,2043	4,1	298	149	1
71	1	301	4,2	813,1140	221	149	1
76	241	0	174,250	0,1	271	149	1
77	830	0	511,912	0,1	221	149	1
78	208	0	70,283	3,10	298	149	0.00138683679588
79	800	0	453,937	3,10	278	149	0.28556302181
84	7	0	8,4	2,0	244	149	0.718133361592
87	0	135	0,1	9,51	251	149	1
88	147	0	30,94	0,1	212	149	1
89	240	9	36,109	0,0	212	149	0.0026490219902
90	117	1	27,68	0,0	212	149	1
93	347	0	75,306	0,1	298	149	1
94	16	347	4,17	75,305	297	149	0.719128780456
95	349	1	193,282	3,1	225	149	1
98	49	0	55,26	0,1	211	149	1
99	162	0	91,147	2,0	169	149	1
100	2133	4	2031,2975	0,2	251	149	1
101	13	0	17,12	0,3	298	149	0.123106618875
102	6	139	3,2	78,250	298	149	0.276219427803
103	3	0	2,4	0,3	298	149	0.0303588755033
104	158	2	168,294	2,0	288	149	0.672895158338
105	454	2	389,829	2,0	233	149	1
106	587	0	602,954	1,0	261	149	1
