IncLevel1	IncLevel2	IncLevelDifference
0.759	0.836,0.893,0.972,0.897	-0.14
0.304	0.37,0.106,0.41,0.091	0.06
0.284	0.465,0.0,0.0,0.214	0.114
0.656	0.645,0.629,0.56,0.389	0.1
0.0	NA,1.0,NA,NA	-1.0
0.932	1.0,1.0,1.0,1.0	-0.068
1.0	1.0,0.973,1.0,1.0	0.007
0.297	0.0,0.0,0.088,0.0	0.275
0.676	NA,NA,1.0,0.0	0.176
0.317	0.0,NA,1.0,NA	-0.183
0.285	0.0,NA,1.0,NA	-0.215
0.017	0.0,0.0,0.04,0.0	0.007
0.182	0.0,NA,NA,1.0	-0.318
0.042	0.111,0.0,0.0,0.0	0.014
0.975	0.737,1.0,1.0,0.913	0.062
0.886	0.79,1.0,1.0,0.653	0.025
1.0	0.0,NA,NA,1.0	0.5
0.522	0.0,NA,NA,0.313	0.366
0.489	0.0,NA,NA,0.324	0.327
0.112	0.0,0.0,0.0,0.0	0.112
0.487	0.379,0.653,0.491,0.599	-0.043
0.38	0.367,0.374,0.243,0.405	0.033
1.0	0.443,NA,NA,NA	0.557
0.825	0.663,0.863,0.977,0.958	-0.04
0.0	0.067,0.0,0.0,0.0	-0.017
0.0	0.075,0.0,0.0,0.0	-0.019
0.104	0.0,1.0,0.0,0.0	-0.146
0.129	0.442,NA,1.0,0.0	-0.352
0.05	0.439,0.0,0.157,0.0	-0.099
0.255	0.5,0.3,NA,1.0	-0.345
0.0	0.494,0.0,0.0,1.0	-0.373
1.0	0.653,NA,NA,NA	0.347
0.581	0.284,1.0,1.0,0.0	0.01
0.0	0.746,NA,0.0,NA	-0.373
0.356	0.03,0.0,0.0,NA	0.346
0.0	0.032,0.0,0.0,NA	-0.011
0.0	0.015,0.0,0.0,0.0	-0.004
0.044	0.371,0.103,0.0,0.068	-0.092
0.088	0.438,0.174,0.168,0.13	-0.14
0.428	0.304,0.326,0.216,0.513	0.088
1.0	1.0,1.0,0.969,1.0	0.008
1.0	1.0,1.0,1.0,0.834	0.041
1.0	1.0,1.0,1.0,0.891	0.027
0.858	0.451,1.0,NA,NA	0.132
0.189	0.425,0.397,0.286,0.562	-0.229
0.589	0.444,0.437,0.481,0.357	0.159
0.826	0.0,NA,NA,NA	0.826
0.43	0.318,0.369,0.226,0.496	0.078
0.481	0.491,0.686,0.814,0.836	-0.226
0.647	0.529,1.0,1.0,1.0	-0.235
0.0	0.0,1.0,NA,0.0	-0.333
0.327	NA,1.0,0.327,0.0	-0.115
0.745	0.504,0.77,0.397,0.879	0.108
0.806	0.815,0.782,0.732,0.774	0.03
0.412	0.624,NA,NA,NA	-0.212
0.36	0.331,0.0,0.0,NA	0.25
0.466	0.463,0.0,NA,NA	0.235
0.392	0.576,0.658,NA,NA	-0.225
0.073	0.105,0.0,NA,0.0	0.038
1.0	0.933,1.0,1.0,1.0	0.017
0.403	0.0,0.67,NA,0.0	0.18
0.063	0.181,0.052,0.12,0.107	-0.052
0.138	0.258,0.145,0.204,0.232	-0.072
0.965	1.0,1.0,1.0,1.0	-0.035
0.365	0.506,0.0,0.315,NA	0.091
0.78	0.618,0.748,1.0,0.913	-0.04
0.0	0.0,1.0,NA,NA	-0.5
0.297	0.504,0.0,0.337,1.0	-0.163
0.0	0.524,1.0,NA,NA	-0.762
0.0	NA,0.0,0.0,0.407	-0.136
0.43	NA,0.0,0.0,0.0	0.43
1.0	NA,1.0,1.0,0.822	0.059
0.167	0.013,0.0,0.062,0.178	0.104
0.562	0.429,0.51,0.68,0.682	-0.013
0.706	0.567,0.584,0.678,0.744	0.063
0.156	0.287,0.202,0.542,0.165	-0.143
0.831	0.751,1.0,1.0,0.734	-0.04
0.067	NA,0.0,0.0,NA	0.067
0.145	NA,0.0,0.0,NA	0.145
0.628	1.0,NA,NA,NA	-0.372
0.661	0.352,0.565,NA,NA	0.203
0.256	0.476,0.423,0.0,0.288	-0.041
0.803	0.82,0.778,0.727,0.639	0.062
0.298	0.889,0.186,0.0,0.377	-0.065
0.0	0.384,NA,NA,NA	-0.384
0.0	0.333,0.0,NA,NA	-0.167
0.0	0.24,0.0,0.0,0.0	-0.06
0.793	0.53,0.351,0.0,1.0	0.323
0.723	0.369,1.0,NA,0.0	0.267
0.45	0.388,NA,NA,1.0	-0.244
1.0	0.484,0.0,NA,NA	0.758
0.114	0.51,0.208,0.0,0.061	-0.081
0.533	0.344,0.486,0.537,0.541	0.056
0.995	0.978,0.985,1.0,0.981	0.009
0.152	0.032,0.079,0.199,0.292	0.002
0.763	0.583,0.766,0.688,0.787	0.057
0.638	0.901,1.0,0.0,0.0	0.163
0.4	0.422,0.59,0.524,0.484	-0.105
0.233	0.373,0.411,0.203,0.235	-0.072
0.424	0.478,0.453,0.57,0.733	-0.135
0.0	0.116,0.0,0.36,0.857	-0.333
0.666	1.0,0.873,1.0,1.0	-0.302
0.674	0.565,0.457,0.468,0.462	0.186
0.506	0.445,0.425,0.328,0.464	0.091
0.765	0.49,0.761,0.746,0.699	0.091
0.401	0.398,0.419,0.485,0.53	-0.057
0.87	0.91,0.951,0.909,0.98	-0.068
0.027	0.036,0.013,0.017,0.018	0.006
0.065	0.066,0.027,0.032,0.034	0.025
0.899	0.539,0.856,0.682,0.521	0.25
0.0	0.481,0.0,NA,NA	-0.24
0.143	0.227,0.143,0.191,0.162	-0.038
0.438	0.568,0.483,0.448,0.466	-0.053
1.0	0.993,1.0,1.0,1.0	0.002
0.636	0.515,0.727,0.735,0.455	0.028
0.379	0.283,0.368,0.285,0.284	0.074
0.108	0.242,0.189,0.449,0.0	-0.112
0.172	0.226,0.175,0.0,0.175	0.028
0.222	0.118,0.242,0.126,0.095	0.077
0.568	0.53,0.544,0.648,0.675	-0.031
0.617	0.574,0.555,0.791,0.78	-0.058
1.0	0.992,1.0,1.0,1.0	0.002
0.081	0.0,1.0,0.0,NA	-0.252
0.524	0.579,0.414,0.354,0.347	0.101
0.516	0.47,0.573,0.715,0.722	-0.104
0.293	0.483,0.323,0.183,0.197	-0.004
0.377	0.427,0.395,0.314,0.3	0.018
0.385	0.338,0.449,0.449,0.399	-0.024
1.0	1.0,0.942,0.956,1.0	0.026
0.669	1.0,1.0,NA,NA	-0.331
0.193	0.338,0.087,0.207,0.105	0.009
0.649	0.669,0.655,0.596,0.7	-0.006
0.267	0.509,0.51,0.465,0.274	-0.173
0.596	0.709,0.548,0.573,0.833	-0.07
0.636	0.766,0.926,0.793,1.0	-0.235
0.234	0.42,0.22,0.251,0.206	-0.04
0.0	0.046,0.092,0.0,0.0	-0.035
0.709	0.486,0.711,0.791,0.847	0.0
0.325	0.283,0.275,0.427,0.353	-0.01
0.355	0.32,0.152,0.114,0.423	0.103
0.403	0.356,0.191,0.331,0.266	0.117
0.058	0.4,0.05,0.068,0.09	-0.094
0.0	NA,NA,0.0,1.0	-0.5
0.465	NA,1.0,NA,1.0	-0.535
0.741	0.391,0.562,NA,0.865	0.135
0.068	0.336,NA,NA,0.0	-0.1
0.768	0.748,0.603,0.854,0.683	0.046
0.479	0.6,0.382,0.489,0.342	0.026
0.598	0.457,0.569,0.692,0.607	0.017
0.061	0.538,0.0,0.109,0.0	-0.101
0.44	0.517,0.519,0.594,0.594	-0.116
0.365	0.496,0.397,0.253,0.361	-0.012
0.459	0.841,0.748,0.459,0.629	-0.21
0.885	0.204,0.644,1.0,1.0	0.173
0.959	0.65,0.981,1.0,1.0	0.051
0.939	0.552,0.972,1.0,1.0	0.058
0.935	0.541,0.97,1.0,1.0	0.057
0.0	NA,0.0,NA,1.0	-0.5
0.466	0.664,0.359,0.667,0.75	-0.144
0.394	0.335,0.381,0.275,0.388	0.049
0.507	0.468,0.569,0.541,0.463	-0.003
0.448	0.39,0.534,0.46,0.303	0.026
0.216	0.646,0.427,0.422,0.439	-0.267
0.193	0.261,0.401,0.276,0.401	-0.142
0.652	0.702,0.763,0.711,0.735	-0.076
0.388	0.525,0.53,0.489,0.517	-0.127
0.878	0.536,0.724,0.901,0.908	0.111
0.0	0.0,0.049,0.0,0.0	-0.012
0.42	0.274,0.083,0.411,0.23	0.17
0.245	0.366,0.388,0.148,0.159	-0.02
0.852	0.609,0.814,0.88,0.891	0.053
0.846	0.603,0.799,0.869,0.881	0.058
0.24	0.185,0.132,0.155,0.267	0.055
0.24	0.185,0.132,0.155,0.267	0.055
0.986	0.985,0.993,0.988,0.994	-0.004
0.865	0.428,0.525,0.79,0.787	0.232
0.639	0.472,0.618,0.852,0.404	0.053
0.0	0.321,0.0,NA,0.0	-0.107
0.96	0.504,1.0,1.0,1.0	0.084
0.997	0.999,1.0,1.0,0.998	-0.002
0.179	0.0,NA,0.304,NA	0.027
0.686	0.59,0.744,0.772,0.731	-0.023
0.518	0.495,0.527,0.694,0.625	-0.067
0.38	0.317,0.337,0.415,0.279	0.043
0.622	0.451,1.0,1.0,0.13	-0.023
0.611	0.363,0.449,0.0,0.753	0.22
0.458	0.403,0.253,0.713,0.503	-0.01
0.021	0.106,0.096,0.133,0.0	-0.063
0.272	0.418,0.282,0.209,0.287	-0.027
0.289	0.332,0.301,0.262,0.153	0.027
0.778	0.543,0.727,0.848,0.788	0.052
0.628	0.564,0.662,0.572,0.639	0.019
0.528	0.228,0.383,0.548,0.595	0.09
0.809	0.577,0.832,0.899,0.707	0.055
0.783	0.587,0.656,0.943,0.785	0.04
0.571	0.369,0.609,0.794,0.693	-0.045
0.011	0.0,0.0,0.0,0.0	0.011
0.547	0.607,0.627,0.461,0.428	0.016
0.353	0.424,0.292,0.191,0.243	0.066
0.542	0.34,0.486,0.594,0.154	0.149
0.643	0.51,0.555,0.301,0.616	0.148
0.591	0.712,0.679,0.615,0.645	-0.072
0.401	0.474,0.337,0.175,0.272	0.087
0.936	0.692,0.829,0.946,0.966	0.078
0.434	0.232,0.341,0.683,0.546	-0.017
0.469	0.464,0.449,0.469,0.614	-0.03
0.045	0.0,0.128,0.047,0.021	-0.004
0.335	0.286,0.342,0.148,0.181	0.096
0.339	0.343,0.445,0.307,0.406	-0.036
0.633	0.393,0.618,0.714,0.698	0.027
0.128	0.2,0.266,0.209,0.141	-0.076
0.333	0.325,0.585,0.184,0.184	0.014
0.563	0.369,0.586,0.404,0.264	0.157
0.316	0.414,0.176,0.347,0.151	0.044
0.72	0.637,1.0,0.535,0.674	0.008
0.716	0.633,1.0,0.613,0.67	-0.013
0.332	0.399,0.332,0.285,0.666	-0.088
1.0	0.0,NA,NA,1.0	0.5
0.378	0.242,0.362,0.313,0.606	-0.003
0.053	0.692,0.429,0.5,0.222	-0.408
0.052	0.714,0.333,0.6,0.0	-0.36
0.027	0.386,0.159,0.093,0.0	-0.133
0.333	0.201,0.274,0.064,0.227	0.142
0.22	0.0,0.0,0.0,0.0	0.22
0.501	0.249,0.306,0.218,0.147	0.271
0.524	0.602,0.493,0.619,0.201	0.045
0.563	0.707,0.508,0.0,0.0	0.259
0.812	1.0,1.0,NA,NA	-0.188
0.486	1.0,1.0,NA,NA	-0.514
0.395	0.0,NA,0.0,0.0	0.395
0.829	1.0,0.0,NA,0.0	0.496
0.377	0.0,NA,1.0,0.0	0.044
0.816	0.541,1.0,NA,NA	0.045
0.893	0.689,1.0,1.0,1.0	-0.029
0.58	0.617,0.592,0.646,0.611	-0.037
0.931	0.966,0.979,0.957,1.0	-0.044
0.471	0.564,0.601,0.347,0.294	0.019
0.806	0.442,0.545,0.402,0.574	0.315
0.418	0.524,0.408,0.473,0.235	0.008
0.641	0.511,0.66,0.643,0.511	0.06
0.717	0.358,0.592,0.681,0.747	0.122
0.611	0.706,0.625,0.633,0.782	-0.076
0.776	0.026,0.348,NA,1.0	0.318
0.204	0.322,0.242,0.114,0.286	-0.037
0.945	0.397,0.637,1.0,0.767	0.245
0.601	0.653,NA,NA,NA	-0.052
0.871	0.943,1.0,1.0,1.0	-0.115
0.423	0.687,0.0,0.268,0.166	0.143
0.466	0.348,0.624,0.452,0.518	-0.019
0.637	0.535,0.591,0.574,0.592	0.064
0.511	0.653,0.385,0.58,0.689	-0.066
0.616	0.752,0.638,0.861,0.724	-0.128
1.0	0.911,1.0,1.0,1.0	0.022
0.409	0.355,0.32,0.302,0.185	0.118
0.804	0.544,0.899,0.836,0.785	0.038
1.0	0.47,NA,NA,1.0	0.265
0.489	0.591,NA,0.0,0.0	0.292
0.6	0.542,0.598,0.69,0.553	0.004
1.0	0.0,0.0,0.0,0.0	1.0
0.901	0.82,0.863,0.979,0.958	-0.004
0.0	0.296,NA,0.0,0.0	-0.099
0.054	0.162,0.019,0.044,0.069	-0.019
0.263	0.416,0.217,0.0,0.0	0.105
0.0	0.202,NA,NA,NA	-0.202
0.0	0.0,0.0,NA,1.0	-0.333
0.096	0.007,0.015,0.017,0.01	0.084
0.487	0.43,0.527,0.197,0.75	0.011
