IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
92	32	14,23,63,24	3,3,2,3	203	222
18	11	22,4,13,3	10,9,5,8	1104	295
4	11	8,0,0,2	10,9,5,8	271	295
3	2	10,4,6,2	7,3,6,4	187	238
0	4	0,1,0,0	0,0,0,0	314	294
46	4	24,28,7,16	0,0,0,0	245	294
46	0	24,28,7,16	0,1,0,0	245	314
22	55	0,0,1,0	2,12,11,11	209	221
3	2	0,0,1,0	0,0,0,6	211	294
3	9	0,0,1,0	4,0,0,0	211	294
2	7	0,0,1,0	1,0,0,0	211	294
2	120	0,0,1,0	6,19,25,34	211	221
2	9	0,0,0,6	4,0,0,0	294	294
7	120	1,0,0,0	6,19,25,34	294	221
120	5	14,19,25,26	8,0,0,4	210	337
111	18	15,18,23,12	5,0,0,8	210	264
3	0	0,0,0,1	2,0,0,0	185	264
3	5	0,0,0,1	8,0,0,4	185	337
3	6	0,0,0,1	8,0,0,4	185	354
3	34	0,0,0,0	8,5,2,23	185	264
165	154	47,85,72,110	68,40,66,65	277	245
223	409	66,67,61,92	128,126,214,152	292	328
3	0	2,0,0,0	2,0,0,0	279	222
74	17	49,29,39,42	27,5,1,2	275	298
0	35	7,0,0,0	102,21,2,2	233	245
0	10	3,0,0,0	25,1,2,2	326	220
2	17	0,3,0,0	32,0,2,6	262	259
1	8	2,0,2,0	3,0,0,4	241	286
5	132	18,0,6,0	32,26,45,34	216	301
2	5	7,2,0,1	6,4,0,0	337	289
0	6	10,0,0,2	14,1,1,0	313	428
16	0	11,0,0,0	6,0,0,0	305	313
10	8	5,3,2,0	14,0,0,2	275	305
0	10	9,0,0,0	2,0,2,0	321	210
1	2	1,0,0,0	36,2,3,0	223	247
0	2	1,0,0,0	29,2,3,0	258	247
0	239	2,0,0,0	249,101,107,126	203	374
4	69	14,5,0,2	19,35,52,22	246	197
8	68	18,10,12,4	19,39,49,22	239	197
77	69	15,26,23,44	23,36,56,28	294	197
56	0	24,28,37,26	0,0,2,0	297	508
35	0	18,14,27,16	0,0,0,2	297	187
56	0	24,28,37,26	0,0,0,2	297	187
11	2	3,4,0,0	4,0,0,0	301	330
20	103	16,17,9,31	26,31,27,29	201	241
82	59	17,21,26,21	22,28,29,39	241	249
14	5	0,0,0,0	7,0,0,0	277	468
39	68	32,12,2,6	90,27,9,8	233	306
7	11	47,3,6,7	71,2,2,2	299	436
4	4	11,9,1,4	18,0,0,0	269	494
0	14	0,2,0,0	53,0,0,1	219	360
2	4	0,3,1,0	0,0,2,1	221	215
42	8	31,18,13,52	17,3,11,4	456	254
34	8	63,11,14,14	14,3,5,4	260	254
2	3	30,0,0,0	19,0,0,0	245	257
6303	15015	143,0,0,0	388,3,2,0	244	327
6553	6627	219,0,0,0	225,3,0,0	276	244
7962	9508	418,5,0,0	237,2,0,0	358	276
2	18	1,0,0,0	6,2,0,3	303	214
97	0	50,6,1,4	2,0,0,0	437	242
2	6	0,1,0,0	2,1,0,2	223	452
27	136	24,11,12,6	37,68,30,17	1037	353
17	136	10,9,6,4	37,68,30,17	275	353
116	4	43,40,24,12	0,0,0,0	275	258
1	2	25,0,2,0	28,8,5,0	181	208
79	18	12,11,5,13	6,3,0,1	246	199
0	2	0,1,0,0	6,0,0,0	221	428
10	12	4,0,2,3	2,2,2,0	410	208
