IncLevel1	IncLevel2	IncLevelDifference
0.004	0.012,0.002	-0.003
0.07	0.085,0.077	-0.011
1.0	NA,0.831	0.169
0.186	0.193,0.18	-0.001
1.0	1.0,0.974	0.013
0.608	0.437,0.651	0.064
0.016	0.034,0.018	-0.01
0.248	0.841,0.283	-0.314
0.007	0.003,0.001	0.005
0.013	0.03,0.01	-0.007
0.979	1.0,0.994	-0.018
0.994	1.0,0.997	-0.004
0.018	0.159,0.019	-0.071
0.039	0.094,0.043	-0.03
1.0	1.0,0.858	0.071
0.892	0.73,0.883	0.086
0.511	0.419,0.546	0.028
1.0	0.949,1.0	0.026
0.005	0.003,0.01	-0.002
0.875	0.97,0.962	-0.091
1.0	1.0,0.975	0.012
1.0	NA,0.6	0.4
0.0	NA,1.0	-1.0
0.958	1.0,1.0	-0.042
0.499	0.759,0.671	-0.216
0.075	0.333,0.157	-0.17
0.942	1.0,0.958	-0.037
1.0	1.0,0.9	0.05
0.197	0.211,0.109	0.037
0.268	0.279,0.262	-0.003
0.053	0.029,0.057	0.01
0.106	0.037,0.125	0.025
0.0	0.017,0.017	-0.017
0.985	0.963,0.989	0.009
1.0	1.0,0.689	0.155
1.0	0.94,0.971	0.044
0.844	0.971,0.908	-0.096
0.977	0.986,1.0	-0.016
1.0	0.991,1.0	0.004
0.036	0.423,0.0	-0.175
0.595	0.662,0.469	0.029
0.179	0.179,0.236	-0.028
0.0	1.0,1.0	-1.0
0.017	0.031,0.007	-0.002
0.028	0.123,0.069	-0.068
0.714	1.0,0.895	-0.234
0.616	0.45,0.787	-0.003
0.0	0.055,0.124	-0.089
0.992	0.911,0.941	0.066
0.516	0.686,0.304	0.021
0.029	0.067,0.029	-0.019
0.39	NA,0.561	-0.171
0.671	0.784,0.401	0.079
0.773	0.831,0.688	0.014
0.982	0.963,0.994	0.004
0.01	0.069,0.012	-0.03
1.0	1.0,0.902	0.049
0.049	0.211,0.081	-0.097
1.0	0.998,1.0	0.001
1.0	1.0,0.977	0.012
1.0	0.326,1.0	0.337
1.0	0.897,0.936	0.083
0.95	0.863,0.944	0.046
0.71	1.0,1.0	-0.29
0.178	0.209,0.188	-0.021
0.112	0.043,0.018	0.082
0.094	0.527,0.145	-0.242
0.953	0.97,1.0	-0.032
0.98	0.969,1.0	-0.004
0.039	0.371,0.143	-0.218
0.944	1.0,1.0	-0.056
0.04	0.158,0.0	-0.039
0.427	0.61,0.566	-0.161
0.984	0.875,0.932	0.081
0.986	0.961,0.979	0.016
0.0	0.133,0.0	-0.067
0.012	0.0,0.0	0.012
0.123	0.698,0.436	-0.444
0.16	0.296,0.188	-0.082
0.0	0.053,0.018	-0.035
0.985	0.987,0.994	-0.005
1.0	0.995,0.997	0.004
0.051	0.07,0.05	-0.009
1.0	0.993,1.0	0.004
0.592	0.526,0.524	0.067
0.0	0.171,0.0	-0.086
1.0	1.0,0.579	0.211
0.013	0.148,0.011	-0.067
0.262	0.17,0.227	0.064
0.743	0.761,0.775	-0.025
0.996	1.0,0.994	-0.001
0.996	1.0,0.994	-0.001
0.246	NA,0.567	-0.321
0.602	0.584,0.502	0.059
0.755	0.811,0.749	-0.025
0.807	0.762,0.832	0.01
0.052	0.075,0.013	0.008
0.117	0.109,0.097	0.014
0.0	0.068,0.0	-0.034
0.446	0.617,0.212	0.032
0.968	0.956,0.947	0.016
0.714	1.0,0.217	0.105
0.84	1.0,0.958	-0.139
0.0	1.0,0.624	-0.812
0.013	0.111,0.027	-0.056
1.0	1.0,0.959	0.02
1.0	1.0,0.973	0.014
0.068	0.0,0.032	0.052
0.826	0.644,0.882	0.063
0.08	0.098,0.048	0.007
0.209	0.0,0.442	-0.012
0.256	NA,1.0	-0.744
1.0	0.953,1.0	0.024
0.0	1.0,NA	-1.0
0.0	0.446,0.0	-0.223
0.329	0.0,0.0	0.329
0.333	0.576,0.299	-0.104
0.003	0.036,0.013	-0.021
1.0	0.994,1.0	0.003
1.0	0.986,0.937	0.038
0.321	0.433,0.267	-0.029
0.14	0.127,0.113	0.02
0.978	1.0,1.0	-0.022
0.809	0.915,0.794	-0.045
0.955	1.0,1.0	-0.045
0.667	0.749,0.857	-0.136
0.922	0.964,0.933	-0.026
0.667	0.649,0.506	0.09
1.0	1.0,0.811	0.095
1.0	1.0,0.658	0.171
0.528	1.0,0.0	0.028
0.395	NA,0.0	0.395
1.0	NA,0.0	1.0
0.387	1.0,0.654	-0.44
0.391	1.0,0.667	-0.443
0.667	NA,1.0	-0.333
0.359	0.873,0.532	-0.344
1.0	1.0,0.864	0.068
0.869	0.495,0.824	0.21
0.611	0.673,0.635	-0.043
0.09	0.173,0.059	-0.026
0.687	0.716,0.752	-0.047
0.707	0.571,0.735	0.054
0.246	0.495,0.746	-0.375
0.91	0.948,0.964	-0.046
0.547	0.77,0.668	-0.172
0.176	0.295,0.233	-0.088
0.512	0.469,0.527	0.014
0.835	0.8,0.856	0.007
0.174	0.253,0.256	-0.081
0.032	0.069,0.045	-0.025
0.082	0.181,0.091	-0.054
1.0	0.865,0.882	0.127
1.0	0.71,1.0	0.145
0.033	0.063,0.038	-0.018
0.076	0.07,0.062	0.01
0.014	0.09,0.025	-0.043
0.997	1.0,0.997	-0.001
0.979	0.99,0.993	-0.013
0.164	0.286,0.342	-0.15
0.0	0.815,0.164	-0.489
0.848	1.0,0.805	-0.055
0.762	1.0,0.686	-0.081
0.324	0.401,0.317	-0.035
1.0	1.0,0.999	0.0
0.0	NA,1.0	-1.0
1.0	1.0,0.978	0.011
1.0	0.45,1.0	0.275
0.132	0.063,0.128	0.037
0.662	1.0,0.797	-0.237
0.335	0.159,0.602	-0.045
1.0	1.0,0.913	0.043
0.985	0.995,0.976	-0.001
0.982	0.984,0.988	-0.004
0.917	0.927,0.954	-0.023
0.163	0.178,0.219	-0.036
0.0	0.197,0.0	-0.099
0.852	0.797,0.835	0.036
0.027	0.167,0.0	-0.057
1.0	1.0,0.993	0.004
0.004	0.034,0.009	-0.018
0.006	0.048,0.011	-0.024
0.989	0.993,0.978	0.003
1.0	0.984,0.991	0.012
0.0	0.004,0.002	-0.003
1.0	1.0,1.0	0.0
1.0	1.0,1.0	0.0
0.097	0.031,0.125	0.019
0.071	0.046,0.067	0.014
0.696	0.878,0.722	-0.104
1.0	0.736,1.0	0.132
0.21	0.386,0.296	-0.131
0.995	1.0,0.961	0.015
0.979	1.0,0.845	0.056
0.039	0.074,0.017	-0.006
0.855	0.915,0.93	-0.068
0.993	0.993,0.993	0.0
0.986	0.946,0.99	0.018
0.016	0.07,0.006	-0.022
0.0	0.013,0.016	-0.014
0.958	1.0,1.0	-0.042
0.936	1.0,1.0	-0.064
0.006	0.004,0.004	0.002
1.0	0.997,0.998	0.002
0.866	0.832,0.871	0.015
0.248	0.454,0.223	-0.091
0.97	0.976,0.929	0.017
0.029	0.101,0.073	-0.058
0.691	0.756,0.774	-0.074
0.033	0.023,0.02	0.012
0.207	0.212,0.205	-0.002
0.068	0.158,0.017	-0.019
0.184	0.409,0.046	-0.043
0.037	0.058,0.039	-0.012
1.0	1.0,0.72	0.14
0.048	0.047,0.013	0.018
0.63	0.493,0.898	-0.066
1.0	0.743,1.0	0.129
1.0	0.631,0.891	0.239
1.0	0.704,1.0	0.148
0.0	0.0,0.022	-0.011
0.131	0.24,0.107	-0.042
0.022	0.032,0.055	-0.021
0.978	0.778,1.0	0.089
0.0	0.177,0.126	-0.151
0.766	0.873,0.892	-0.117
0.772	0.553,0.702	0.145
0.013	0.028,0.0	-0.001
0.011	0.053,0.007	-0.019
1.0	1.0,0.995	0.002
1.0	1.0,0.979	0.01
0.018	0.022,0.0	0.007
0.611	1.0,1.0	-0.389
0.638	0.548,0.634	0.047
0.051	0.327,0.035	-0.13
1.0	1.0,0.969	0.016
0.013	0.029,0.017	-0.01
1.0	0.938,0.625	0.219
0.013	0.044,0.019	-0.019
0.491	0.374,0.145	0.231
0.495	0.0,0.37	0.31
0.478	0.696,0.733	-0.236
0.0	NA,1.0	-1.0
0.918	1.0,0.938	-0.051
0.015	0.036,0.009	-0.007
0.378	NA,0.549	-0.171
0.282	0.309,0.234	0.01
0.997	0.979,0.991	0.012
0.33	0.67,0.371	-0.19
0.998	0.997,0.993	0.003
0.758	0.609,0.777	0.065
0.88	0.957,0.859	-0.028
0.846	0.952,0.802	-0.031
0.983	1.0,1.0	-0.017
1.0	0.475,1.0	0.262
0.224	0.25,0.185	0.007
1.0	0.538,1.0	0.231
0.249	1.0,NA	-0.751
0.0	0.174,0.183	-0.178
0.994	1.0,1.0	-0.006
0.018	0.016,0.032	-0.006
1.0	1.0,0.948	0.026
0.948	0.906,0.969	0.01
0.0	0.0,0.277	-0.139
0.551	0.588,0.51	0.002
0.123	0.0,0.164	0.041
0.491	0.197,0.363	0.211
0.0	0.0,1.0	-0.5
0.0	0.6,NA	-0.6
1.0	0.895,0.867	0.119
1.0	0.882,0.857	0.131
1.0	0.833,0.833	0.167
1.0	0.385,0.493	0.561
1.0	0.077,0.281	0.821
0.001	0.001,0.001	0.0
0.998	0.998,0.999	-0.0
0.954	0.959,0.805	0.072
0.043	0.125,0.118	-0.079
0.012	0.0,0.0	0.012
0.836	0.827,0.834	0.005
0.094	0.132,0.095	-0.02
0.001	0.02,0.009	-0.013
0.277	0.397,0.26	-0.051
0.197	0.495,0.244	-0.172
0.541	0.197,0.907	-0.011
1.0	0.902,1.0	0.049
0.758	1.0,1.0	-0.242
0.727	0.943,0.714	-0.102
0.75	0.944,0.636	-0.04
0.339	0.666,0.3	-0.144
0.989	1.0,1.0	-0.011
0.94	1.0,1.0	-0.06
0.636	1.0,1.0	-0.364
0.022	0.0,0.0	0.022
0.78	0.832,0.831	-0.051
0.486	0.667,0.647	-0.171
0.002	0.133,0.003	-0.066
0.333	0.184,0.192	0.145
0.025	0.094,0.028	-0.036
1.0	NA,0.329	0.671
1.0	0.0,0.445	0.777
0.263	0.0,0.583	-0.028
0.12	0.213,0.107	-0.04
1.0	1.0,0.915	0.042
0.995	0.993,0.996	0.001
1.0	1.0,0.925	0.037
0.857	1.0,0.733	-0.01
0.839	0.495,0.662	0.26
0.845	0.725,0.92	0.022
0.592	0.646,0.681	-0.072
0.864	0.88,0.766	0.041
0.04	0.145,0.049	-0.057
1.0	1.0,0.974	0.013
0.203	0.569,0.055	-0.109
0.206	0.568,0.04	-0.098
0.705	0.842,0.615	-0.023
1.0	0.977,1.0	0.012
0.476	0.437,0.497	0.009
0.929	0.88,0.939	0.02
0.014	0.063,0.031	-0.033
0.954	1.0,0.969	-0.03
0.994	1.0,1.0	-0.006
0.718	NA,0.737	-0.019
0.0	0.317,0.0	-0.159
0.0	0.0,0.011	-0.005
1.0	0.999,1.0	0.0
0.039	0.023,0.026	0.014
0.709	0.732,0.736	-0.025
1.0	1.0,0.942	0.029
0.0	1.0,0.165	-0.583
0.0	0.6,0.0	-0.3
0.333	1.0,1.0	-0.667
0.917	0.992,0.971	-0.065
0.103	0.022,0.039	0.072
1.0	1.0,0.979	0.01
0.0	1.0,0.076	-0.538
1.0	0.857,1.0	0.072
0.738	1.0,0.784	-0.154
0.0	0.0,0.043	-0.021
0.568	0.495,0.549	0.046
1.0	0.949,0.873	0.089
0.652	1.0,0.8	-0.248
0.0	0.065,0.018	-0.042
0.0	0.364,0.125	-0.244
0.989	1.0,0.992	-0.007
0.949	NA,0.671	0.278
0.007	0.011,0.036	-0.017
1.0	0.797,0.702	0.25
1.0	1.0,0.981	0.01
0.0	0.413,NA	-0.413
0.883	0.889,0.892	-0.008
1.0	1.0,0.983	0.008
0.991	1.0,0.951	0.015
1.0	0.987,0.987	0.013
1.0	0.996,1.0	0.002
1.0	1.0,0.999	0.0
0.312	0.211,0.168	0.122
0.217	1.0,0.261	-0.414
0.116	0.013,0.016	0.102
0.902	0.864,0.851	0.045
0.98	1.0,1.0	-0.02
0.15	0.126,0.095	0.039
0.034	0.114,0.0	-0.023
0.0	NA,0.495	-0.495
0.963	0.991,0.958	-0.011
0.0	0.017,0.0	-0.009
0.959	1.0,1.0	-0.041
0.361	0.299,0.317	0.053
1.0	1.0,0.831	0.085
0.239	0.452,0.239	-0.107
0.734	0.69,0.678	0.05
0.035	0.059,0.008	0.002
0.561	0.395,0.481	0.123
0.989	1.0,1.0	-0.011
0.022	0.03,0.006	0.004
0.325	NA,0.0	0.325
1.0	1.0,0.98	0.01
1.0	0.99,1.0	0.005
0.017	0.028,0.019	-0.006
1.0	0.993,0.991	0.008
0.958	0.963,0.984	-0.016
1.0	0.95,0.984	0.033
0.982	0.778,0.94	0.123
0.0	0.027,0.0	-0.013
0.956	0.794,0.985	0.067
0.139	1.0,0.564	-0.643
0.42	0.442,0.482	-0.042
0.0	0.059,0.006	-0.033
0.977	1.0,0.994	-0.02
0.198	0.265,0.161	-0.015
0.96	1.0,1.0	-0.04
0.983	1.0,1.0	-0.017
0.892	1.0,1.0	-0.108
0.461	0.382,0.215	0.163
0.081	0.203,0.051	-0.046
0.002	0.028,0.009	-0.017
0.102	0.154,0.097	-0.024
1.0	1.0,0.953	0.024
1.0	1.0,0.994	0.003
0.003	0.041,0.009	-0.022
0.929	0.887,0.848	0.062
0.35	0.266,0.706	-0.136
0.961	1.0,0.989	-0.033
0.784	1.0,0.767	-0.099
0.996	1.0,1.0	-0.004
0.903	0.915,0.941	-0.025
1.0	1.0,0.995	0.002
1.0	0.94,1.0	0.03
1.0	0.967,1.0	0.016
0.0	0.009,0.036	-0.022
0.016	0.093,0.04	-0.051
0.0	1.0,0.0	-0.5
0.334	0.743,0.184	-0.13
0.003	0.029,0.004	-0.014
1.0	1.0,0.539	0.23
1.0	NA,0.778	0.222
0.471	0.41,0.476	0.028
0.738	0.654,0.778	0.022
0.993	1.0,1.0	-0.007
1.0	0.952,0.992	0.028
0.989	0.983,0.99	0.003
1.0	1.0,0.977	0.012
0.941	0.89,0.944	0.024
0.004	0.117,0.029	-0.069
0.166	0.208,0.228	-0.052
0.197	0.26,0.262	-0.064
0.727	0.873,0.7	-0.059
0.562	0.557,0.626	-0.029
0.995	0.983,0.994	0.007
0.0	0.05,0.051	-0.051
0.0	0.0,0.02	-0.01
0.0	0.017,0.012	-0.015
0.505	0.519,0.511	-0.01
0.968	1.0,0.981	-0.022
0.99	1.0,1.0	-0.01
1.0	0.974,0.995	0.016
1.0	0.661,1.0	0.169
0.861	0.955,0.827	-0.03
1.0	1.0,0.982	0.009
1.0	1.0,0.988	0.006
0.589	NA,0.0	0.589
0.002	0.004,0.001	-0.001
0.894	0.928,0.957	-0.048
0.001	0.004,0.001	-0.002
0.897	0.93,0.958	-0.047
0.994	0.995,0.998	-0.002
0.829	0.806,0.828	0.012
0.011	0.09,0.009	-0.038
0.998	1.0,0.999	-0.002
0.343	NA,1.0	-0.657
0.0	0.333,0.6	-0.467
0.009	0.01,0.008	-0.0
0.015	0.017,0.017	-0.002
0.981	0.975,0.982	0.003
0.002	0.015,0.01	-0.011
1.0	1.0,0.998	0.001
0.986	1.0,1.0	-0.014
0.988	1.0,0.978	-0.001
0.002	0.081,0.006	-0.042
0.996	1.0,0.992	0.0
0.984	1.0,0.99	-0.011
0.979	1.0,1.0	-0.021
0.97	1.0,0.993	-0.026
0.977	1.0,0.975	-0.011
0.977	1.0,0.951	0.001
0.962	0.894,0.933	0.048
0.982	1.0,0.993	-0.014
0.006	0.0,0.007	0.003
0.655	1.0,0.551	-0.121
0.988	1.0,0.985	-0.004
1.0	0.496,1.0	0.252
0.077	0.045,0.067	0.021
0.024	0.053,0.031	-0.018
0.136	0.194,0.134	-0.028
0.107	0.129,0.024	0.03
0.0	0.022,0.001	-0.011
0.03	0.052,0.013	-0.003
1.0	0.688,0.268	0.522
1.0	1.0,0.6	0.2
0.98	1.0,0.968	-0.004
0.025	0.086,0.0	-0.018
0.729	0.702,0.71	0.023
0.212	0.238,0.19	-0.002
0.902	1.0,1.0	-0.098
0.04	0.079,0.0	0.001
0.148	0.411,0.179	-0.147
0.021	0.025,0.006	0.006
1.0	1.0,0.998	0.001
0.123	0.112,0.09	0.022
0.772	0.794,0.662	0.044
0.995	1.0,0.987	0.001
0.983	1.0,0.974	-0.004
0.99	0.985,0.971	0.012
1.0	0.982,1.0	0.009
0.889	1.0,0.956	-0.089
0.801	0.615,0.725	0.131
0.933	0.952,0.965	-0.025
0.827	0.911,0.904	-0.081
0.019	0.148,0.047	-0.079
0.945	0.92,0.954	0.008
1.0	1.0,0.978	0.011
1.0	0.989,0.987	0.012
1.0	0.914,1.0	0.043
0.007	0.054,0.013	-0.027
0.998	1.0,0.999	-0.002
1.0	0.998,1.0	0.001
0.996	0.989,1.0	0.002
0.154	0.054,0.05	0.102
1.0	1.0,0.684	0.158
0.0	0.007,0.008	-0.007
0.813	0.771,0.951	-0.048
0.013	0.034,0.032	-0.02
0.015	0.057,0.041	-0.034
0.0	0.037,0.014	-0.025
1.0	0.0,1.0	0.5
0.911	0.966,0.913	-0.028
0.286	0.582,0.615	-0.313
0.415	0.347,0.415	0.034
0.0	0.307,0.0	-0.153
0.097	0.287,0.287	-0.19
0.991	1.0,1.0	-0.009
0.607	0.615,0.44	0.08
0.488	0.489,0.557	-0.035
1.0	0.972,0.965	0.032
0.139	0.191,0.159	-0.036
0.6	0.69,0.738	-0.114
0.314	0.333,0.5	-0.102
0.131	0.213,0.148	-0.049
0.0	0.0,0.28	-0.14
0.66	1.0,0.425	-0.052
1.0	0.988,1.0	0.006
0.069	0.0,0.024	0.057
1.0	1.0,0.996	0.002
0.06	0.124,0.052	-0.028
0.978	1.0,1.0	-0.022
0.495	0.518,0.428	0.022
0.437	0.756,0.0	0.059
0.127	0.663,0.116	-0.263
0.012	0.016,0.006	0.001
0.023	0.013,0.012	0.01
0.076	0.083,0.084	-0.008
0.979	1.0,0.982	-0.012
0.012	0.0,0.0	0.012
0.845	0.687,0.855	0.074
0.99	0.994,1.0	-0.007
1.0	0.972,0.961	0.034
0.089	0.117,0.143	-0.041
0.012	0.136,0.018	-0.065
1.0	0.991,0.993	0.008
1.0	0.936,0.95	0.057
0.659	1.0,1.0	-0.341
0.968	0.929,1.0	0.003
0.924	0.978,0.962	-0.046
0.838	0.904,0.736	0.018
0.506	0.867,0.742	-0.298
0.031	0.033,0.019	0.005
1.0	0.993,1.0	0.004
0.027	0.042,0.02	-0.004
0.015	0.046,0.011	-0.013
0.738	0.761,0.587	0.064
0.384	0.347,0.35	0.036
0.002	0.0,0.002	0.001
0.176	0.393,0.14	-0.091
1.0	0.937,1.0	0.031
0.963	1.0,1.0	-0.037
0.526	0.533,0.664	-0.073
0.991	1.0,0.986	-0.002
1.0	1.0,0.99	0.005
0.968	1.0,0.992	-0.028
0.989	0.934,1.0	0.022
1.0	0.957,1.0	0.022
0.574	1.0,1.0	-0.426
0.997	1.0,0.982	0.006
1.0	1.0,0.929	0.035
0.015	0.094,0.027	-0.045
1.0	0.992,1.0	0.004
0.979	0.96,0.977	0.011
0.135	0.357,0.127	-0.107
0.0	0.286,0.0	-0.143
0.5	NA,0.143	0.357
0.637	0.8,0.692	-0.109
0.847	0.959,0.925	-0.095
0.997	0.995,1.0	-0.001
0.975	1.0,0.995	-0.023
0.006	0.028,0.014	-0.015
0.997	1.0,1.0	-0.003
0.999	1.0,1.0	-0.001
1.0	0.899,1.0	0.05
0.933	0.889,0.826	0.076
0.0	0.219,0.0	-0.11
0.036	0.09,0.0	-0.009
0.947	1.0,0.856	0.019
0.987	1.0,0.99	-0.008
1.0	1.0,0.917	0.041
0.933	0.99,0.966	-0.045
0.979	1.0,1.0	-0.021
0.754	0.737,0.8	-0.014
0.932	0.953,0.954	-0.021
0.942	1.0,1.0	-0.058
0.985	1.0,0.981	-0.005
0.059	0.054,0.053	0.005
0.534	0.442,0.371	0.128
0.873	0.778,0.923	0.022
0.992	0.994,0.997	-0.004
0.96	0.918,0.919	0.041
1.0	1.0,0.999	0.0
1.0	1.0,0.995	0.002
0.004	0.006,0.002	0.0
0.692	0.778,0.562	0.022
0.048	0.06,0.038	-0.001
0.993	1.0,1.0	-0.007
0.879	0.949,0.886	-0.038
0.0	NA,0.165	-0.165
0.993	1.0,1.0	-0.007
0.0	0.034,0.012	-0.023
1.0	0.778,0.478	0.372
1.0	NA,0.0	1.0
