IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
11	19	30,0,2,5	39,9,14,12	372	149
0	19	1,0,0,0	18,2,0,0	1432	149
13	0	78,294,185,134	3,5,0,2	620	149
0	7	5,0,0,0	24,2,2,0	817	149
2	0	11,0,0,0	20,4,2,2	1730	149
19	236	8,3,15,28	55,106,147,91	469	149
5	0	27,2,4,17	0,1,0,0	273	149
2	2	2,0,0,0	0,0,0,0	876	149
6	2	1,0,0,0	0,0,0,0	600	149
17	583	10,1,9,17	346,282,248,216	262	149
690	86	53,138,129,65	26,18,4,5	1121	149
148	62	13,43,33,9	25,9,0,0	363	149
1	18	0,0,0,0	4,9,0,7	1432	149
5	0	11,2,0,0	14,0,0,0	371	149
8	2	24,1,1,2	21,2,0,0	2365	149
14	4	39,2,4,4	43,2,0,0	723	149
7377	267	4229,1541,3079,4213	210,152,52,47	4089	149
1	0	0,0,0,0	9,0,0,0	225	149
0	4	2,0,1,0	2,0,0,3	641	149
0	3	7,0,2,0	1,1,0,0	394	149
11	0	17,2,0,1	4,0,0,0	1531	149
561	0	218,179,133,124	0,2,0,0	559	149
6	2	6,2,2,0	15,0,0,0	1560	149
2253	4	1378,405,938,1061	14,2,0,0	2924	149
2254	2	1379,405,938,1061	15,0,0,0	2927	149
35	0	29,7,6,5	1,0,0,0	448	149
13	0	41,6,2,0	2,0,0,0	467	149
7	0	15,4,0,0	3,6,0,0	395	149
13	0	7,7,3,2	2,0,0,0	600	149
22	2	41,4,2,14	17,0,0,0	823	149
163	0	112,21,57,75	20,0,0,0	2437	149
7	0	77,6,4,15	5,0,0,0	267	149
159	0	76,43,36,55	2,0,0,1	230	149
171	0	27,89,17,16	11,0,0,0	1221	149
18	94	5,4,2,3	31,16,23,55	1799	149
0	2	2,0,0,0	9,0,0,0	233	149
2	0	28,2,0,0	15,0,0,0	380	149
136	6	30,21,70,20	4,7,8,13	537	149
0	31	10,0,0,0	169,23,13,6	278	149
216	3	115,199,293,522	0,4,3,0	3295	149
216	0	18,16,35,24	0,0,1,0	854	149
0	2	0,0,2,2	2,0,0,0	659	149
23	2	98,15,14,11	271,2,2,1	1385	149
30	0	97,16,23,14	18,0,0,1	822	149
110	2	28,10,8,28	0,0,0,0	1068	149
110	2	28,10,8,28	0,0,0,0	1132	149
7	4	26,6,4,5	33,2,0,0	1796	149
173	1	240,27,12,23	2,2,0,0	468	149
173	164	222,27,12,23	1569,327,20,25	458	149
6	1024	22,0,0,3	2926,949,169,210	326	149
363	11	185,62,22,82	718,1,1,6	351	149
8	52	108,9,1,6	1954,116,7,13	324	149
97	77	163,40,4,16	3306,344,24,24	474	149
1	0	6,0,0,0	96,10,0,0	241	149
2	0	4,0,0,0	208,3,1,2	578	149
515	42	691,156,245,294	23,22,17,23	2058	149
