IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	12	5	13	372	149
97	0	362	1	2403	149
306	0	76	1	620	149
0	4	12	54	817	149
0	3	5	59	1730	149
7	129	2	14	469	149
4	1	3	2	273	149
15	531	9	169	262	149
95	48	21	15	1121	149
30	15	8	15	363	149
0	7	2	16	1432	149
2	0	3	7	235	149
2	4	9	37	2365	149
3	0	4	34	629	149
11	2	50	67	723	149
1807	321	2430	336	4089	149
0	2	3	1	394	149
2	0	0	14	1560	149
952	1	598	7	2924	149
954	4	602	11	2927	149
10	0	17	5	448	149
2	0	48	4	467	149
7	3	16	3	395	149
7	0	34	3	823	149
54	0	112	4	2437	149
9	0	309	8	226	149
9	0	408	7	267	149
58	2	39	2	230	149
459	4	456	123	1221	149
0	52	3	9	1799	149
151	11	57	2	537	149
0	23	2	234	278	149
80	4	29	0	3295	149
10	0	66	532	1385	149
37	0	86	54	822	149
0	4	6	15	386	149
11	2	12	21	1796	149
38	0	115	25	468	149
38	130	101	3469	458	149
0	475	24	3308	326	149
93	2	88	2712	351	149
3	10	180	2996	324	149
2	0	80	2	307	149
23	27	93	3984	474	149
1	0	9	112	241	149
0	2	16	1774	578	149
304	25	155	8	2058	149
4	22	14	31	1626	149
6	2	1	24	1200	149
67	2	13	0	1768	149
0	3	2	158	255	149
3	30	8	141	288	149
0	113	9	157	356	149
4	211	1	216	252	149
4	147	6	143	244	149
142	2	183	147	1994	149
1	0	2	40	247	149
8	28	7	28	600	149
0	2	10	75	260	149
2	0	8	20	1423	149
0	4	2	58	224	149
0	4	4	40	225	149
0	8	1	111	395	149
0	4	3	22	403	149
0	2	29	66	236	149
2	0	2	7	1154	149
4	0	13	10	353	149
0	5	7	118	285	149
0	32	11	118	238	149
4	19	3	45	790	149
2	0	7	10	448	149
1	0	0	18	232	149
6	3	40	4	372	149
9	0	38	8	806	149
9	0	8	1	1304	149
9	2	8	70	1323	149
0	31	18	1343	233	149
0	2	4	25	289	149
294	0	370	8	444	149
15	94	69	363	1096	149
0	1	14	52	243	149
7	44	50	57	1201	149
4	4	56	29	353	149
7	0	4	15	652	149
5	10	13	61	1507	149
21	0	148	11	728	149
20	5	27	12	812	149
6	5	9	13	594	149
9	19	34	201	240	149
7	0	2	6	987	149
1	6	0	3	469	149
0	2	4	0	1004	149
0	4	2	0	270	149
3	0	20	1837	398	149
1	11	0	23	877	149
0	2	2	21	965	149
5	0	17	45	1623	149
1	10	0	33	232	149
3	473	20	780	400	149
0	3	10	89	252	149
2	0	3	1369	1275	149
2	0	68	2	1282	149
0	5	27	1739	244	149
2	0	3	131	2081	149
6	0	42	100	2209	149
46	20	44	9	1448	149
0	2	2	93	232	149
1	0	0	64	242	149
0	2	2	32	334	149
0	2	4	6	598	149
2	0	293	8	687	149
2	0	274	38	667	149
0	5	5	552	246	149
20	241	14	193	265	149
17	2	14	0	357	149
5	67	17	56	285	149
15	15	6	19	393	149
14	33	4	6	1623	149
2	0	25	32	385	149
2	69	3	223	223	149
1	10	23	185	488	149
1	0	19	2	481	149
5	81	5	194	825	149
17	27	4	214	726	149
12	54	44	149	1980	149
31	111	47	166	825	149
2	19	26	160	347	149
2	10	10	8	765	149
2	0	0	2	606	149
2	0	0	1	667	149
2	0	24	2	2502	149
6	3	6	7	1187	149
6	0	7	2	1191	149
99	8	34	11	1754	149
0	3	4	24	234	149
4	6	3	5	254	149
32	2	29	2	1137	149
32	0	29	3	1142	149
176	272	7	26	1276	149
61	0	75	1	596	149
3	7	5	14	380	149
9	32	2	24	225	149
2	36	0	67	261	149
8	32	86	30	2339	149
8	0	281	2	264	149
37	6	409	51	385	149
1	123	21	217	255	149
1435	4823	280	947	5288	149
42	26	3	5	1262	149
47	31	13	10	2355	149
6	8	9	26	1840	149
2	7	5	14	1813	149
0	2	7	25	2362	149
1	0	5	2	247	149
3	2	6	2	427	149
9	2	10	65	452	149
59	103	12	71	241	149
40	8	21	91	2306	149
0	4	7	116	464	149
6	6	17	33	838	149
8	25	9	6	1497	149
5	4	6	12	240	149
17	0	22	1	1249	149
120	4	316	35	1816	149
755	2	199	3	2954	149
586	5	112	1	2651	149
161	0	28	1	883	149
55	150	19	44	503	149
0	1	23	18	521	149
0	11	21	127	513	149
0	19	43	2009	224	149
0	9	49	1576	244	149
0	12	88	1285	226	149
0	14	34	1309	244	149
5	100	25	1311	1200	149
2	35	99	1466	479	149
2	0	88	2	406	149
19	0	643	13	545	149
2	580	5	1198	277	149
0	100	49	1782	466	149
21	0	105	1053	1088	149
6	0	13	5	490	149
8	2	26	9	1012	149
2	2	13	13	486	149
2	0	7	24	558	149
5	6	15	540	228	149
18	19	40	593	425	149
17	2	26	0	248	149
19	0	503	2	497	149
52	24	61	32	1400	149
4	16	9	85	632	149
13	0	12	9	344	149
309	4	181	1	2678	149
0	2	4	10	352	149
16	244	9	116	226	149
36	0	1	2	243	149
52	4	10	0	493	149
2	4	7	5	731	149
6	0	13	3	1090	149
6	0	8	2	902	149
1	6	3	10	247	149
2	1	8	11	788	149
14	43	16	49	460	149
0	3	7	42	648	149
12	0	0	2	580	149
15	0	51	3	702	149
1	117	3	67	472	149
0	12	3	46	240	149
5	0	3	26	411	149
2	0	12	6	686	149
5	0	6	8	824	149
2	0	10	17	487	149
7	0	0	12	823	149
6	0	7	2	1849	149
6	1	7	7	1398	149
3	0	10	5	961	149
0	1	4	7	298	149
0	17	15	90	435	149
217	10	406	4	446	149
27	79	21	211	992	149
33	2	24	0	1756	149
3	0	45	28	416	149
6	0	2	2	968	149
0	37	4	88	736	149
9	52	35	114	1131	149
6	0	8	6	1358	149
1	0	36	43	762	149
17	4	20	6	265	149
1	24	6	99	255	149
34	14	25	69	819	149
4	10	5	30	1633	149
2	4	0	19	432	149
2	0	4	7	624	149
7	5	6	87	426	149
0	75	7	137	352	149
12	79	12	151	524	149
2	56	0	28	250	149
94	209	40	136	970	149
81	752	43	418	295	149
17	96	16	62	816	149
28	93	16	65	650	149
